PLAYER_ID,AGE,GENDER,HOME_COUNTRY,HOME_CITY,DATE_FIRST_VISIT,DATE_LAST_VISIT,TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME
3664,66,Female,India,Chennai,08-10-2021,23-08-2024,17,70.15,4.126470588,1074,63.17647059,8,FALSE,TRUE,17618.34,95,4904.31,80,9198.96,32,30647.61,68,Slot games,Classic Slots
3665,70,Female,UK,Sheffield,29-09-2021,24-07-2024,27,116.28,4.306666667,-821,-30.40740741,10,FALSE,TRUE,27262.84,136,7000.02,136,16668.31,52,51752.17,128,Slot games,3D Slots
3666,75,Female,Singapore,Singapore,25-10-2021,24-04-2024,14,65.49,4.677857143,1511,107.9285714,7,TRUE,TRUE,25781.39,128,2869.88,54,6153.5,23,33293.77,51,Slot games,3D Slots
3667,36,Male,India,Delhi,01-11-2021,16-07-2024,18,76.48,4.248888889,2987,165.9444444,9,TRUE,FALSE,16720.42,81,4525.86,95,9202.11,30,27461.39,79,Table games,Craps
3668,72,Male,UK,Sheffield,24-09-2021,26-05-2024,23,114.54,4.98,-2884,-125.3913043,7,FALSE,FALSE,28469.37,130,6137.56,119,11823.76,37,49314.69,82,Speciality Number Games,Wheel of Fortune
3669,73,Female,Singapore,Singapore,04-01-2022,25-08-2024,23,96.05,4.176086957,206,8.956521739,8,TRUE,FALSE,31222.91,194,5587.57,107,12333.77,42,48938.25,108,Slot games,Classic Slots
3670,52,Female,UK,Glasgow,28-10-2021,27-06-2024,13,61.49,4.73,-1182,-90.92307692,7,TRUE,FALSE,10845.3,138,3081.81,53,6091.32,20,21200.43,51,Slot games,Classic Slots
3671,77,Female,UK,Edinburgh,15-09-2021,01-07-2024,28,136.47,4.873928571,5290,188.9285714,9,TRUE,TRUE,22618.7,113,7917.83,141,14845.82,65,40092.35,155,Table games,Roulette
3672,70,Male,India,Jaipur,15-09-2021,21-08-2024,23,95.7,4.160869565,2005,87.17391304,8,FALSE,TRUE,24385.53,174,6072.43,93,11848.32,54,40301.28,90,Speciality Number Games,Keno
3673,77,Male,Singapore,Singapore,04-06-2022,19-06-2024,11,58.96,5.36,-562,-51.09090909,7,TRUE,FALSE,4960.18,62,2970.44,44,6777.23,20,15269.85,62,Slot games,3D Slots
3674,57,Male,UK,Birmingham,03-10-2021,19-06-2024,10,42.66,4.266,-2462,-246.2,5,FALSE,FALSE,19139.2,116,1951.34,56,5743.11,22,29295.65,50,Slot games,Video Slots
3675,26,Female,UK,Sheffield,16-09-2021,26-07-2024,23,112.8,4.904347826,-445,-19.34782609,10,FALSE,TRUE,27215.4,157,6055.66,117,12644.54,41,46360.6,95,Slot games,Classic Slots
3676,77,Female,UK,Manchester,05-09-2021,15-05-2024,20,102.58,5.129,3762,188.1,10,TRUE,TRUE,22739.1,123,5763.56,73,9280.15,54,34020.81,74,Speciality Number Games,Wheel of Fortune
3677,66,Male,UK,Bristol,16-09-2021,27-08-2024,22,108.89,4.949545455,1392,63.27272727,9,FALSE,FALSE,27550.41,259,6242.77,81,10556.32,41,42957.5,80,Slot games,Classic Slots
3678,54,Female,US,Houston,07-09-2021,15-08-2024,19,75.03,3.948947368,-2766,-145.5789474,9,FALSE,TRUE,23055.89,132,4962.21,82,10259.52,31,41043.62,97,Table games,Craps
3679,62,Female,India,Chennai,10-10-2021,12-08-2024,19,97.61,5.137368421,-1166,-61.36842105,7,FALSE,TRUE,15655.08,146,5244.96,58,8757.22,43,30823.26,62,Slot games,Classic Slots
3680,61,Female,Singapore,Singapore,16-09-2021,21-06-2024,18,89.95,4.997222222,6846,380.3333333,10,FALSE,TRUE,16726.76,143,6059.29,67,9715.6,28,25655.65,77,Speciality Number Games,Keno
3681,68,Female,India,Delhi,29-05-2022,21-07-2024,14,42.38,3.027142857,373,26.64285714,8,TRUE,FALSE,15071.11,67,4066.18,63,6818.71,25,25583,77,Slot games,Classic Slots
3682,59,Female,India,Pune,13-12-2021,29-07-2024,25,112.23,4.4892,2453,98.12,10,FALSE,TRUE,32344.68,230,6710.88,124,11573.06,45,48175.62,104,Slot games,Classic Slots
3683,53,Female,UK,Cardiff,17-09-2021,27-08-2024,19,88.93,4.680526316,1201,63.21052632,10,FALSE,TRUE,18886,86,4976.67,84,7373.39,39,30035.06,96,Slot games,Classic Slots
3684,75,Female,Singapore,Singapore,05-10-2021,12-06-2024,17,68.49,4.028823529,185,10.88235294,10,TRUE,TRUE,11001.25,114,4150.88,73,8376,38,23343.13,100,Slot games,Video Slots
3685,32,Male,India,Hyderabad,01-09-2021,23-07-2024,18,77.36,4.297777778,1835,101.9444444,6,TRUE,FALSE,44651.24,233,4888.78,71,8686.08,27,56391.1,62,Slot games,Video Slots
3686,66,Male,UK,London,10-09-2021,06-06-2024,16,67.98,4.24875,-4334,-270.875,9,FALSE,TRUE,11111.91,31,4308.46,60,7012.78,32,26767.15,58,Slot games,Classic Slots
3687,70,Male,UK,Cardiff,13-10-2021,01-06-2024,19,75.66,3.982105263,6658,350.4210526,10,FALSE,FALSE,27004.06,153,5676.66,76,10845.08,46,36867.8,94,Speciality Number Games,Bingo
3688,64,Male,UK,Liverpool,13-09-2021,28-08-2024,29,138.3,4.768965517,1500,51.72413793,10,FALSE,FALSE,39803.92,228,8733.98,175,13212.34,52,60250.24,113,Slot games,Video Slots
3689,76,Female,India,Hyderabad,26-07-2022,21-08-2024,16,70.92,4.4325,-1074,-67.125,9,TRUE,TRUE,18898.85,111,4280.23,55,8294.74,34,32547.82,69,Slot games,3D Slots
3690,76,Female,Singapore,Singapore,07-12-2021,30-07-2024,26,115.94,4.459230769,-1418,-54.53846154,10,TRUE,TRUE,27938.23,165,6547.96,117,13223.32,39,49127.51,133,Speciality Number Games,Bingo
3691,48,Male,India,Mumbai,22-11-2021,22-08-2024,18,74.68,4.148888889,1647,91.5,9,TRUE,TRUE,13830.92,80,4393.58,97,8380.5,35,24958,66,Speciality Number Games,Wheel of Fortune
3692,72,Male,UK,Bristol,25-10-2021,22-07-2024,17,81.76,4.809411765,-3211,-188.8823529,9,FALSE,FALSE,24849.18,124,4633.85,85,10073.69,27,42767.72,82,Speciality Number Games,Wheel of Fortune
3693,70,Male,India,Bangalore,14-11-2021,25-08-2024,21,102.98,4.903809524,-1538,-73.23809524,7,FALSE,TRUE,15074.94,102,5111.97,71,9656.11,40,31381.02,108,Slot games,3D Slots
3694,76,Male,UK,Cardiff,01-09-2021,25-04-2024,25,129.55,5.182,3761,150.44,8,TRUE,TRUE,34968.7,213,5211.8,110,10396.01,42,46815.51,121,Speciality Number Games,Wheel of Fortune
3695,45,Female,US,San Diego,30-09-2021,31-08-2024,20,91.81,4.5905,4493,224.65,10,FALSE,FALSE,26415.31,179,5711.53,93,10529.22,41,38163.06,96,Speciality Number Games,Wheel of Fortune
3696,37,Male,US,Phoenix,11-10-2021,29-08-2024,22,95.15,4.325,2603,118.3181818,10,FALSE,FALSE,21420.24,163,6253.43,93,11605.64,41,36676.31,79,Slot games,Video Slots
3697,77,Female,Singapore,Singapore,26-10-2021,09-06-2024,18,70.03,3.890555556,-3575,-198.6111111,8,TRUE,FALSE,24482.98,114,4478.94,66,9387.33,25,41924.25,91,Slot games,Video Slots
3698,31,Male,India,Surat,15-10-2021,29-08-2024,31,140.96,4.547096774,-798,-25.74193548,10,TRUE,FALSE,34331.41,229,7120.91,152,16291.4,73,58541.72,146,Speciality Number Games,Keno
3699,59,Male,Singapore,Singapore,25-09-2021,29-07-2024,26,114.8,4.415384615,1822,70.07692308,9,TRUE,TRUE,39385.13,143,6811.34,110,16306.22,47,60680.69,97,Speciality Number Games,Bingo
3700,32,Female,UK,Liverpool,08-09-2021,24-08-2024,25,105.03,4.2012,1175,47,10,FALSE,FALSE,26326.23,188,5370.32,104,12005.44,31,42526.99,114,Slot games,Video Slots
3701,65,Male,India,Jaipur,20-02-2022,23-04-2024,11,54.94,4.994545455,-1163,-105.7272727,5,FALSE,FALSE,12289.32,74,2489.83,61,5429.59,27,21371.74,65,Table games,Craps
3702,80,Male,Singapore,Singapore,05-11-2021,22-08-2024,17,84.32,4.96,366,21.52941176,9,FALSE,FALSE,17853.28,67,5512.68,88,8733.25,41,31733.21,55,Slot games,Classic Slots
3703,72,Male,Singapore,Singapore,27-10-2021,30-05-2024,20,94.94,4.747,31,1.55,11,TRUE,FALSE,19235.34,154,5421.95,92,10305.23,47,34931.52,90,Speciality Number Games,Wheel of Fortune
3704,63,Female,India,Ahmedabad,02-11-2021,16-08-2024,15,78.3,5.22,-1619,-107.9333333,8,FALSE,FALSE,12563.16,101,3503.16,62,7092.98,41,24778.3,84,Speciality Number Games,Keno
3705,32,Male,Singapore,Singapore,01-10-2021,10-08-2024,17,85.98,5.057647059,1881,110.6470588,9,TRUE,TRUE,19685.09,133,3701.72,77,9256.45,33,30762.26,72,Table games,Craps
3706,69,Male,India,Delhi,18-10-2021,21-07-2024,16,64.1,4.00625,604,37.75,8,FALSE,FALSE,18881.81,119,3410.97,77,10108.78,28,31797.56,56,Speciality Number Games,Wheel of Fortune
3707,67,Female,US,San Antonio,01-11-2021,17-05-2024,16,67.98,4.24875,809,50.5625,8,FALSE,TRUE,22030.66,101,4353.23,62,8136.52,35,33711.41,64,Table games,Craps
3708,64,Female,Singapore,Singapore,11-02-2022,16-06-2024,22,114.95,5.225,3829,174.0454545,11,FALSE,FALSE,40504.5,292,6093.58,97,11408,40,54177.08,113,Slot games,3D Slots
3709,77,Female,US,Phoenix,13-09-2021,11-08-2024,28,134.83,4.815357143,1903,67.96428571,8,TRUE,TRUE,39663.81,235,6435.28,108,15183.44,53,59379.53,111,Slot games,3D Slots
3710,79,Female,Singapore,Singapore,19-09-2021,17-03-2024,14,74.08,5.291428571,-813,-58.07142857,9,TRUE,FALSE,25483.49,123,3964.79,55,7708.73,29,37970.01,53,Speciality Number Games,Keno
3711,80,Male,UK,Bristol,30-11-2021,22-08-2024,25,121.82,4.8728,858,34.32,10,TRUE,FALSE,24219.09,167,5883.92,117,11443.61,48,40688.62,116,Slot games,3D Slots
3712,52,Female,US,San Diego,28-10-2021,27-06-2024,17,81.43,4.79,2225,130.8823529,7,TRUE,TRUE,33479.54,195,4391.17,73,10819.63,40,46465.34,95,Speciality Number Games,Keno
3713,64,Male,UK,Cardiff,19-09-2021,07-06-2024,31,149.58,4.82516129,-4914,-158.516129,10,FALSE,FALSE,40227.72,246,8806.51,128,14780.15,66,68728.38,145,Speciality Number Games,Bingo
3714,41,Female,UK,Bristol,16-09-2021,29-03-2024,23,114.65,4.984782609,5776,251.1304348,9,FALSE,TRUE,28235.32,208,6116.51,123,9984.05,53,38559.88,104,Slot games,3D Slots
3715,46,Female,US,Los Angeles,27-09-2021,06-06-2024,23,86.11,3.743913043,1881,81.7826087,9,TRUE,TRUE,21862.3,175,5732.45,100,10935.38,40,36649.13,125,Slot games,Video Slots
3716,63,Female,Singapore,Singapore,23-09-2021,18-08-2024,19,72.05,3.792105263,-3611,-190.0526316,9,TRUE,TRUE,37080.1,201,4846.54,73,11702.1,45,57239.74,81,Speciality Number Games,Keno
3717,60,Male,Singapore,Singapore,08-10-2021,22-08-2024,23,117.15,5.093478261,4815,209.3478261,10,TRUE,FALSE,23453.44,174,6748.47,126,12600.27,47,37987.18,98,Speciality Number Games,Bingo
3718,76,Female,India,Ahmedabad,21-09-2021,18-06-2024,23,116,5.043478261,1181,51.34782609,9,TRUE,FALSE,49918.93,274,4825.87,102,10954.61,51,64518.41,104,Slot games,Classic Slots
3719,50,Female,US,Houston,03-10-2021,15-07-2024,22,98.2,4.463636364,-1600,-72.72727273,8,FALSE,TRUE,23852.51,143,5108.97,103,11202.46,42,41763.94,108,Speciality Number Games,Keno
3720,77,Male,Singapore,Singapore,22-11-2021,25-05-2024,19,96.27,5.066842105,1137,59.84210526,9,FALSE,TRUE,28700.94,115,5215.31,66,7493.57,49,40272.82,71,Slot games,Video Slots
3721,60,Female,UK,Birmingham,20-10-2021,25-08-2024,22,99.25,4.511363636,-273,-12.40909091,10,TRUE,TRUE,27914.26,178,5797.87,90,11136.4,48,45121.53,90,Table games,Blackjack
3722,64,Male,US,Philadelphia,26-10-2021,28-08-2024,15,64.73,4.315333333,345,23,7,TRUE,TRUE,12492.45,94,4091.54,84,7254.69,27,23493.68,74,Table games,Poker
3723,79,Female,UK,Edinburgh,05-10-2021,06-05-2024,20,86.89,4.3445,-1262,-63.1,10,TRUE,FALSE,17162.87,129,4978.23,100,10573.14,44,33976.24,103,Speciality Number Games,Keno
3724,38,Male,India,Pune,26-11-2022,18-07-2024,15,61.51,4.100666667,2257,150.4666667,10,FALSE,FALSE,28039.5,134,3515.82,32,7846.58,24,37144.9,86,Table games,Blackjack
3725,58,Male,Singapore,Singapore,10-04-2022,15-08-2024,15,58.49,3.899333333,-2834,-188.9333333,9,TRUE,FALSE,16126.73,134,3844.07,83,7415.57,27,30220.37,64,Table games,Baccarat
3726,36,Male,Singapore,Singapore,18-03-2022,28-08-2024,18,86.75,4.819444444,-16,-0.888888889,7,FALSE,FALSE,25505.06,161,5452.5,86,9902.43,19,40875.99,87,Speciality Number Games,Bingo
3727,63,Female,UK,Bristol,05-11-2021,04-06-2024,15,78.72,5.248,1,0.066666667,9,TRUE,FALSE,15746.94,95,3995.45,73,9474.07,41,29215.46,61,Slot games,Video Slots
3728,76,Female,US,Philadelphia,16-09-2021,03-08-2024,26,113.49,4.365,-754,-29,9,TRUE,FALSE,38762.35,159,7424.56,101,13950.3,47,60891.21,130,Speciality Number Games,Bingo
3729,74,Female,US,Philadelphia,04-09-2021,03-03-2024,16,79.2,4.95,-1761,-110.0625,10,FALSE,FALSE,15807.71,157,3408.55,69,7826.29,37,28803.55,57,Slot games,3D Slots
3730,60,Male,Singapore,Singapore,10-10-2021,31-05-2024,22,85.83,3.901363636,-2725,-123.8636364,10,TRUE,FALSE,35097.99,174,5479.18,103,11046.93,47,54349.1,114,Speciality Number Games,Wheel of Fortune
3731,53,Female,India,Jaipur,05-01-2022,01-05-2024,17,79.32,4.665882353,-696,-40.94117647,8,FALSE,FALSE,17372.15,66,4522.2,86,6972.2,40,29562.55,74,Speciality Number Games,Keno
3732,39,Male,US,Houston,10-09-2021,24-08-2024,18,83.21,4.622777778,-153,-8.5,8,TRUE,TRUE,38065.94,270,3996.18,75,10013.79,26,52228.91,80,Speciality Number Games,Keno
3733,70,Female,UK,Birmingham,23-09-2021,15-06-2024,20,103.09,5.1545,5504,275.2,7,TRUE,FALSE,26245.88,162,5462.69,84,9243.08,31,35447.65,97,Table games,Roulette
3734,69,Male,India,Chennai,26-11-2021,07-06-2024,16,67.27,4.204375,-3718,-232.375,9,TRUE,FALSE,14860.75,78,4456.07,77,8395.32,35,31430.14,67,Speciality Number Games,Keno
3735,74,Male,India,Hyderabad,24-09-2021,18-06-2024,22,110.52,5.023636364,1894,86.09090909,10,FALSE,TRUE,24814.76,156,4974.34,99,11900.02,44,39795.12,77,Speciality Number Games,Bingo
3736,76,Male,India,Pune,04-09-2021,02-07-2024,17,74.3,4.370588235,-2252,-132.4705882,9,TRUE,TRUE,19784.46,107,3922.65,78,7735.05,32,33694.16,76,Speciality Number Games,Wheel of Fortune
3737,77,Male,India,Surat,26-07-2022,06-12-2023,15,72.99,4.866,3743,249.5333333,8,FALSE,FALSE,15156.36,62,3686.58,58,8407.15,22,23507.09,64,Speciality Number Games,Wheel of Fortune
3738,71,Male,Singapore,Singapore,10-10-2021,12-06-2024,18,79.59,4.421666667,3008,167.1111111,10,FALSE,FALSE,21713.42,97,4419.47,80,8763.98,39,31888.87,74,Speciality Number Games,Keno
3739,73,Female,India,Surat,20-09-2021,13-08-2024,28,124.34,4.440714286,-4375,-156.25,9,FALSE,FALSE,44378.32,264,7480.95,129,12693.79,63,68928.06,137,Slot games,Video Slots
3740,79,Male,UK,London,12-10-2021,19-08-2024,27,118.31,4.381851852,5332,197.4814815,10,TRUE,FALSE,33854.58,238,6494.12,104,11958.12,56,46974.82,139,Speciality Number Games,Bingo
3741,71,Female,Singapore,Singapore,17-11-2021,22-08-2024,20,91.33,4.5665,4225,211.25,9,FALSE,TRUE,24240.99,114,6217.26,112,10371.39,43,36604.64,81,Speciality Number Games,Keno
3742,44,Male,India,Chennai,28-09-2021,16-06-2024,15,60.81,4.054,-563,-37.53333333,8,TRUE,FALSE,11766.09,85,3111.99,66,7098.05,33,22539.13,62,Slot games,Classic Slots
3743,54,Female,US,Chicago,01-10-2021,20-07-2024,24,113.5,4.729166667,-2329,-97.04166667,11,TRUE,FALSE,28080.56,143,7237.02,108,12352.89,47,49999.47,91,Table games,Blackjack
3744,53,Female,India,Pune,17-09-2021,11-03-2024,21,88.85,4.230952381,-146,-6.952380952,11,FALSE,FALSE,15280.08,70,5266.78,78,12787.31,31,33480.17,87,Speciality Number Games,Wheel of Fortune
3745,25,Female,US,San Jose,29-09-2021,05-04-2024,16,88.48,5.53,-799,-49.9375,7,FALSE,FALSE,15997.57,79,3772.46,81,9748.29,30,30317.32,78,Table games,Poker
3746,71,Female,India,Delhi,06-09-2021,24-08-2024,16,61.52,3.845,-2029,-126.8125,9,FALSE,FALSE,13549.75,91,3395.24,53,7010.41,29,25984.4,72,Slot games,Classic Slots
3747,39,Male,US,Houston,17-11-2021,14-07-2024,14,55.4,3.957142857,3972,283.7142857,7,FALSE,TRUE,30977.21,128,3413.1,62,7146.81,20,37565.12,54,Table games,Craps
3748,77,Male,India,Pune,09-09-2021,29-08-2024,23,114.22,4.966086957,-2088,-90.7826087,10,FALSE,FALSE,21679.83,124,6092.74,86,11349.63,41,41210.2,103,Slot games,3D Slots
3749,44,Male,US,San Antonio,02-10-2021,28-07-2024,19,79.32,4.174736842,-2716,-142.9473684,9,TRUE,TRUE,23720.6,142,4581.84,89,11967.32,44,42985.76,81,Speciality Number Games,Bingo
3750,56,Male,UK,Leeds,11-12-2021,30-07-2024,25,111.8,4.472,-2787,-111.48,11,TRUE,FALSE,39412.35,210,6409.81,138,12931.1,54,61540.26,91,Slot games,Video Slots
3751,72,Male,US,Dallas,23-12-2021,21-07-2024,20,97.5,4.875,1510,75.5,10,FALSE,TRUE,19568.12,65,5485.53,92,10425.2,45,33968.85,92,Slot games,Classic Slots
3752,22,Female,UK,Bristol,07-09-2021,04-07-2024,20,86.17,4.3085,-467,-23.35,7,TRUE,FALSE,16182.65,132,6563.99,84,10596.62,34,33810.26,101,Table games,Craps
3753,57,Male,India,Jaipur,18-10-2021,30-07-2024,23,103.57,4.503043478,-1823,-79.26086957,9,FALSE,TRUE,38133.92,209,5613.02,91,13637.99,38,59207.93,121,Table games,Craps
3754,77,Male,UK,Leeds,03-11-2021,27-08-2024,19,86.29,4.541578947,1252,65.89473684,9,TRUE,FALSE,17341.73,96,5484.95,74,10625.16,39,32199.84,77,Table games,Craps
3755,78,Female,US,Philadelphia,15-11-2021,19-07-2024,22,106.5,4.840909091,-701,-31.86363636,9,TRUE,FALSE,12740.58,134,5668.49,108,10170.67,37,29280.74,77,Slot games,3D Slots
3756,73,Female,India,Kolkata,28-02-2022,07-08-2024,11,58.5,5.318181818,-676,-61.45454545,9,TRUE,FALSE,19386.1,85,2805.44,65,4492.87,17,27360.41,52,Table games,Craps
3757,43,Male,UK,Birmingham,10-10-2021,09-05-2024,22,103.45,4.702272727,-3106,-141.1818182,10,FALSE,TRUE,36324.95,162,5266.37,98,11592.11,48,56289.43,111,Table games,Poker
3758,79,Female,India,Kolkata,03-09-2021,21-07-2024,21,105.26,5.012380952,-2615,-124.5238095,10,TRUE,FALSE,16696.81,133,6018.04,100,11652.68,41,36982.53,100,Table games,Poker
3759,44,Female,US,San Diego,20-09-2021,27-07-2024,24,109.6,4.566666667,665,27.70833333,9,FALSE,TRUE,31649.1,260,6820.85,108,11899.36,44,49704.31,99,Slot games,Video Slots
3760,32,Male,Singapore,Singapore,21-10-2021,27-07-2024,27,124.89,4.625555556,-2200,-81.48148148,11,TRUE,FALSE,36440.87,266,7225.01,136,15029.73,47,60895.61,107,Slot games,3D Slots
3761,66,Male,Singapore,Singapore,29-10-2021,20-08-2024,24,108.53,4.522083333,-1068,-44.5,8,TRUE,FALSE,17667.73,67,5272.75,113,12026.29,53,36034.77,126,Slot games,Classic Slots
3762,80,Female,India,Bangalore,08-11-2021,26-08-2024,21,80.05,3.811904762,5570,265.2380952,8,FALSE,FALSE,25347.34,142,5812.27,96,12822.72,39,38412.33,108,Slot games,Video Slots
3763,74,Male,India,Surat,25-11-2021,06-07-2024,20,64.77,3.2385,3250,162.5,11,TRUE,TRUE,23944.12,80,4962.53,83,10165.63,42,35822.28,101,Table games,Baccarat
3764,58,Female,Singapore,Singapore,09-10-2021,28-07-2024,19,80.99,4.262631579,2949,155.2105263,8,FALSE,TRUE,21382.31,122,4839.33,116,9728.82,31,33001.46,88,Speciality Number Games,Keno
3765,62,Female,UK,Cardiff,04-11-2021,29-05-2024,14,70.7,5.05,-3291,-235.0714286,7,FALSE,FALSE,15610.98,83,3640.08,74,7212.62,35,29754.68,65,Speciality Number Games,Wheel of Fortune
3766,45,Male,UK,Bristol,06-03-2022,20-07-2024,12,61.27,5.105833333,-213,-17.75,6,TRUE,TRUE,17554.94,95,3001.17,35,6611.8,20,27380.91,84,Table games,Poker
3767,28,Male,Singapore,Singapore,27-10-2021,08-08-2024,20,84.53,4.2265,1985,99.25,8,FALSE,FALSE,27359.09,274,4282.5,82,9605.03,36,39261.62,80,Speciality Number Games,Keno
3768,60,Female,Singapore,Singapore,24-09-2021,15-05-2024,19,72.19,3.799473684,923,48.57894737,9,FALSE,FALSE,32868.34,211,5350.22,73,12174.19,40,49469.75,62,Slot games,3D Slots
3769,51,Male,Singapore,Singapore,26-09-2021,09-07-2024,18,80.53,4.473888889,-2,-0.111111111,10,FALSE,TRUE,22605.27,136,3619.36,83,8293.41,36,34520.04,64,Speciality Number Games,Bingo
3770,68,Female,US,San Diego,18-01-2022,15-07-2024,16,66.85,4.178125,731,45.6875,8,FALSE,FALSE,17574.48,58,3668.72,83,10841.85,32,31354.05,66,Slot games,Classic Slots
3771,56,Female,Singapore,Singapore,17-11-2021,16-08-2024,29,122.24,4.215172414,-1301,-44.86206897,10,TRUE,FALSE,45771.94,225,8097.98,129,16377.6,61,71548.52,148,Speciality Number Games,Bingo
3772,78,Male,UK,Edinburgh,08-11-2021,11-08-2024,18,74.6,4.144444444,-739,-41.05555556,8,FALSE,TRUE,26664.5,90,4283.97,76,9371.81,30,41059.28,87,Slot games,Video Slots
3773,68,Female,India,Surat,30-11-2021,03-07-2024,22,101.09,4.595,-401,-18.22727273,10,TRUE,FALSE,33367.98,155,6323.43,67,12265.85,46,52358.26,92,Slot games,Video Slots
3774,42,Female,Singapore,Singapore,12-09-2021,29-08-2024,19,89.22,4.695789474,1745,91.84210526,9,FALSE,FALSE,40406.34,252,4444.4,64,8576.89,34,51682.63,102,Slot games,Video Slots
3775,70,Male,US,San Antonio,13-09-2021,29-07-2024,23,111.15,4.832608696,1759,76.47826087,9,TRUE,TRUE,18713.96,120,5089.59,82,9625.85,40,31670.4,95,Slot games,3D Slots
3776,73,Female,US,San Diego,12-10-2021,23-06-2024,16,80.91,5.056875,4438,277.375,9,TRUE,TRUE,21189.91,111,4424,93,8709.65,35,29885.56,68,Speciality Number Games,Bingo
3777,60,Female,Singapore,Singapore,05-10-2021,28-06-2024,19,71.58,3.767368421,1776,93.47368421,10,TRUE,FALSE,34801.63,216,5138.73,86,10061.71,41,48226.07,91,Slot games,Classic Slots
3778,35,Male,UK,Cardiff,17-10-2021,17-08-2024,15,71.48,4.765333333,4095,273,8,TRUE,FALSE,25628.66,144,4761.14,75,9481.05,21,35775.85,79,Table games,Craps
3779,70,Female,Singapore,Singapore,04-10-2021,23-08-2024,25,119.04,4.7616,-3968,-158.72,9,FALSE,FALSE,38944.63,244,7155.44,127,11789.72,44,61857.79,135,Speciality Number Games,Wheel of Fortune
3780,71,Female,India,Chennai,02-02-2022,17-08-2024,14,68.47,4.890714286,-487,-34.78571429,8,FALSE,FALSE,27642.84,82,3863.87,61,7767.45,29,39761.16,81,Table games,Poker
3781,45,Male,US,Phoenix,16-12-2021,18-03-2024,20,83.73,4.1865,3235,161.75,9,FALSE,FALSE,37366.58,198,4563.12,117,8980.31,40,47675.01,92,Table games,Craps
3782,67,Male,Singapore,Singapore,12-12-2021,09-05-2024,20,91.55,4.5775,-3393,-169.65,9,TRUE,TRUE,18065.47,121,4420.73,66,9806.89,44,35686.09,92,Speciality Number Games,Keno
3783,43,Male,Singapore,Singapore,16-11-2021,23-06-2024,19,97.09,5.11,263,13.84210526,9,TRUE,TRUE,19974.14,118,5708.54,90,10824.19,29,36243.87,79,Speciality Number Games,Keno
3784,77,Female,UK,Manchester,20-12-2021,31-07-2024,20,101.36,5.068,-1485,-74.25,11,TRUE,FALSE,24766.72,129,5904.52,67,9231.99,38,41388.23,75,Slot games,Classic Slots
3785,63,Male,US,Phoenix,08-01-2022,18-03-2024,15,61.52,4.101333333,-976,-65.06666667,7,TRUE,TRUE,20159.94,119,4170.43,68,7043.79,35,32350.16,59,Table games,Roulette
3786,74,Female,US,Los Angeles,02-09-2021,17-08-2024,22,93.39,4.245,-1482,-67.36363636,6,TRUE,FALSE,18579.04,131,5991.11,115,10505.23,31,36557.38,114,Speciality Number Games,Keno
3787,74,Male,India,Kolkata,23-10-2021,11-06-2024,17,61.46,3.615294118,2731,160.6470588,7,FALSE,TRUE,22487.69,146,4586.84,58,7600.16,40,31943.69,87,Table games,Craps
3788,67,Male,India,Chennai,07-09-2021,10-08-2024,28,123.41,4.4075,566,20.21428571,11,FALSE,FALSE,22329.41,115,7589.64,122,14451.14,47,43804.19,126,Speciality Number Games,Keno
3789,45,Male,US,Houston,17-09-2021,12-07-2024,18,71.52,3.973333333,-3502,-194.5555556,7,FALSE,FALSE,26959.84,155,5686.79,83,8085.74,27,44234.37,101,Slot games,Video Slots
3790,45,Male,US,San Diego,05-10-2021,05-08-2024,18,72.57,4.031666667,2595,144.1666667,10,TRUE,FALSE,22677.21,149,4501.34,70,7212.28,25,31795.83,84,Slot games,Video Slots
3791,68,Male,UK,Edinburgh,17-11-2021,15-08-2024,26,125.85,4.840384615,909,34.96153846,9,TRUE,TRUE,30042.55,152,6426.03,97,14270.56,53,49830.14,117,Table games,Roulette
3792,48,Male,US,San Antonio,02-09-2021,08-08-2024,19,72.54,3.817894737,3887,204.5789474,9,TRUE,TRUE,25177.3,183,4580.77,97,10994.38,40,36865.45,103,Speciality Number Games,Keno
3793,70,Male,Singapore,Singapore,18-09-2021,28-07-2024,17,80.88,4.757647059,580,34.11764706,7,FALSE,FALSE,35463.74,154,3918.08,70,8001.12,35,46802.94,80,Slot games,Classic Slots
3794,64,Male,India,Chennai,06-10-2021,21-05-2024,14,67.06,4.79,-1755,-125.3571429,10,TRUE,FALSE,15298.27,87,4282.99,58,8207.52,25,29543.78,54,Speciality Number Games,Bingo
