TOTAL_NUMBER_OF_VISITS,TOTAL_DURATION_SPENT,AVERAGE_DURATION_PER_VISIT,TOTAL_CHIPS_WON_OR_LOST,AVERAGE_CHIPS_WON_OR_LOST_PER_VISIT,UNIQUE_GAMES_PLAYED,IS_PREMIUM_PLAYER,IS_LOYALTY_CARD_HOLDER,TOTAL_AMOUNT_SPENT_IN_HOTEL,TOTAL_DAYS_SPENT_HOTEL,TOTAL_AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_RESTAURANT_VISITS,TOTAL_AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,TOTAL_REVENUE_TO_CASINO,NUMBER_OF_CONCIERGE_VISITS,PREFERRED_GAME_CATEGORY,PREFERRED_GAME_NAME,AGE,GENDER,HOME_COUNTRY,HOME_CITY,VISIT_FREQUENCY,CLUSTERS,PLAYER_SEGMENT,SEGMENT_DESC
24,93.99,3.91625,6616,275.6666666666667,9,False,False,25877.66,144,6833.58,118,12264.69,46,38359.93,120,1,10,70,0,1,29,0.024716786817713696,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,61.86,4.418571428571428,-3189,-227.78571428571428,9,True,True,27661.86,131,3447.15,71,7380.34,29,41678.35,63,2,3,53,0,2,10,0.09333333333333334,3,Money losing players,Money losing players
27,133.01,4.926296296296296,-472,-17.48148148148148,11,False,True,26934.58,130,7714.85,124,12887.75,61,48009.18,111,0,4,59,0,3,21,-0.06293706293706294,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
28,127.16,4.541428571428571,757,27.035714285714285,9,True,False,39832.26,232,6848.42,136,13886.5,59,59810.18,132,0,4,73,1,1,29,0.03333333333333333,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
14,65.42,4.672857142857143,-124,-8.857142857142858,8,False,False,17733.9,53,3475.1800000000003,92,6814.21,24,28147.29,66,0,0,45,0,0,30,-0.022435897435897436,3,Money losing players,Money losing players
23,122.45,5.323913043478261,5172,224.8695652173913,9,True,False,22787.25,90,6418.9400000000005,119,11213.42,50,35247.61,86,0,4,73,1,2,9,0.07120743034055728,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,68.45,4.278125,-1230,-76.875,7,False,True,17821.989999999998,94,3665.2599999999998,68,6795.1,22,29512.35,64,1,2,64,1,1,29,-0.0851063829787234,3,Money losing players,Money losing players
21,104.45,4.973809523809524,-323,-15.380952380952381,9,True,False,14876.72,89,6288.84,99,11513.68,42,33002.24,95,0,4,41,1,3,26,0.05865921787709497,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,90.44,4.522,-1819,-90.95,9,False,False,29137.54,173,4546.36,100,11346.17,38,46849.07,94,0,9,73,1,1,29,-0.3125,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,106.56,4.2624,209,8.36,11,True,False,20491.36,133,6451.61,98,13418.24,49,40152.21,98,1,6,78,0,2,16,-0.0684931506849315,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,64.91,3.416315789473684,-5665,-298.1578947368421,8,False,False,22999.6,98,5374.6,105,5661.42,40,39700.62,86,0,4,69,0,1,29,0.05846153846153846,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,72.12,4.006666666666667,-1052,-58.44444444444444,9,False,False,20646.26,127,4399.45,84,10282.99,47,36380.7,60,0,0,74,1,0,8,-0.0410958904109589,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,76.98,4.276666666666667,1935,107.5,8,False,False,37291.34,202,3217.54,107,9803.4,34,48377.28,80,1,10,69,1,2,2,-0.06382978723404255,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,111.18,4.6325,-1279,-53.291666666666664,11,False,False,43612.97,256,6320.35,102,11751.25,48,62963.57,118,2,7,80,1,3,25,0.020924149956408022,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,91.15,4.340476190476191,785,37.38095238095238,9,False,False,33624.630000000005,160,6204.74,81,9040.69,36,48085.06,91,0,9,68,0,2,16,-0.05263157894736842,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,50.97,3.6407142857142856,1070,76.42857142857143,6,False,False,17269.43,39,4037.92,64,7780.360000000001,30,28017.710000000003,83,1,10,47,1,3,23,-0.42424242424242425,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,95.15,4.530952380952381,2795,133.0952380952381,11,False,False,18017.8,134,5292.41,107,11625.81,40,32141.02,77,0,9,59,0,1,29,-21.0,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
13,64.28,4.944615384615385,581,44.69230769230769,9,False,False,14782.11,105,2819.24,62,6290.9,26,23311.25,60,2,5,58,0,0,0,-0.028199566160520606,3,Money losing players,Money losing players
22,103.78,4.717272727272728,-2766,-125.72727272727273,9,True,True,28109.13,132,5641.24,87,12148.85,48,48665.22,111,2,7,43,0,2,16,-0.044534412955465584,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,95.71,4.557619047619047,3553,169.1904761904762,7,False,False,30416.42,203,5803.58,103,12356.66,35,45023.66,97,0,0,69,1,3,6,0.022532188841201718,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,55.66,3.9757142857142855,-1679,-119.92857142857143,8,False,False,17758.52,84,3762.9700000000003,82,8861.85,33,32062.34,58,0,9,80,0,0,14,0.0332541567695962,3,Money losing players,Money losing players
20,93.9,4.695,-4726,-236.3,9,False,False,19158.27,114,5216.54,94,10445.27,36,39546.08,86,0,9,31,0,0,1,0.14814814814814814,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,115.87,4.6348,3083,123.32,10,False,False,14067.44,148,6248.88,146,11590.89,47,28824.21,124,2,8,80,1,3,22,-0.13368983957219252,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,109.56,4.3824000000000005,315,12.6,11,False,False,39251.11,178,7625.5,116,14034.72,41,60596.33,104,2,5,73,0,2,19,0.03731343283582089,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,97.12,4.046666666666667,-3107,-129.45833333333334,10,False,False,35808.95,168,6030.14,122,11573.81,39,56519.9,130,0,0,37,1,1,29,-0.05647058823529412,1,Conservative Low spenders,"Low spends, low money making low risk players"
12,50.91,4.2425,-244,-20.333333333333332,7,True,False,14207.130000000001,85,3372.09,61,6606.76,28,24429.98,53,1,2,57,1,2,4,0.08333333333333333,3,Money losing players,Money losing players
16,75.71000000000001,4.7318750000000005,-1204,-75.25,9,True,True,18851.14,82,4260.55,76,7640.97,28,31956.66,68,1,2,76,1,2,9,0.13559322033898305,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,107.39999999999999,5.114285714285714,-3684,-175.42857142857142,10,False,False,16486.81,74,4561.9800000000005,101,10209.92,48,34942.71,82,0,0,78,1,0,13,0.03925233644859813,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,114.49,4.977826086956521,-3832,-166.6086956521739,10,False,False,18187.61,143,6187.3,100,10167.710000000001,52,38374.62,67,2,8,52,0,3,27,-0.057356608478802994,1,Conservative Low spenders,"Low spends, low money making low risk players"
13,67.12,5.163076923076924,964,74.15384615384616,6,True,False,8975.720000000001,83,3947.77,49,4822.24,20,16781.73,54,2,1,42,0,2,9,0.024163568773234202,3,Money losing players,Money losing players
25,94.53,3.7812,-5347,-213.88,10,True,False,34283.72,233,6200.2,108,11513.39,48,57344.31,123,1,2,74,0,0,5,0.039619651347068144,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,101.38,5.069,-765,-38.25,8,True,False,20999.989999999998,101,4584.54,104,11585.24,44,37934.77,116,1,2,60,1,1,29,0.023781212841854936,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,93.82,4.264545454545455,-713,-32.40909090909091,9,False,False,31640.78,202,4065.81,91,9983.85,54,46403.44,95,0,9,80,1,1,29,0.06027397260273973,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,90.19,5.305294117647058,85,5.0,8,False,False,17031.64,116,4361.38,86,8065.31,35,29373.33,91,2,5,53,0,0,20,-0.17,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,100.89,4.585909090909091,-2835,-128.86363636363637,10,False,True,24771.32,130,6025.01,72,9259.35,55,42890.68,120,0,4,50,1,0,8,0.05555555555555555,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,64.87,4.633571428571429,-83,-5.928571428571429,9,False,False,25986.25,176,3240.9,57,6158.28,30,35468.43,58,0,9,40,0,3,18,0.07650273224043716,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,82.84,4.602222222222222,-5727,-318.1666666666667,10,False,False,19404.45,93,5514.43,69,8990.25,36,39636.130000000005,71,0,4,79,1,3,25,0.20689655172413793,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
27,130.56,4.835555555555556,928,34.370370370370374,11,False,True,24433.73,131,7407.06,120,12480.75,57,43393.54,114,0,9,77,0,1,29,-0.17532467532467533,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
24,97.96,4.081666666666666,-1219,-50.791666666666664,9,False,False,32388.43,210,6332.21,102,11580.96,47,51520.6,84,1,6,51,1,0,12,0.2,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,67.69,4.512666666666666,578,38.53333333333333,7,False,False,33564.78,154,3287.02,89,7518.35,25,43792.15,46,0,4,76,1,0,5,-0.019659239842726082,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
29,125.33,4.321724137931034,-3281,-113.13793103448276,10,False,False,41219.38,126,7552.91,108,12961.44,58,65014.729999999996,116,0,4,68,1,0,5,0.04617834394904458,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
19,90.15,4.744736842105263,-655,-34.473684210526315,10,False,False,22565.79,182,5026.28,100,9982.25,27,38229.32,86,1,2,77,1,2,3,0.02642559109874826,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,86.14,5.067058823529412,-42,-2.4705882352941178,9,False,False,36984.29,191,4097.62,77,8425.19,31,49549.1,82,2,7,80,1,1,29,0.035940803382663845,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,62.85,3.697058823529412,349,20.529411764705884,9,False,False,14885.61,156,5051.77,86,7389.15,31,26977.53,72,0,0,78,1,0,12,-0.042606516290726815,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,73.05,4.297058823529412,163,9.588235294117647,10,False,True,19550.21,119,4182.34,65,9021.36,34,32590.91,88,2,5,64,0,2,2,-3.4,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,100.82,5.0409999999999995,-595,-29.75,10,True,False,24508.760000000002,160,5077.12,92,12447.54,40,42628.42,92,0,4,61,1,2,9,-0.043668122270742356,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,76.76,4.04,-15,-0.7894736842105263,8,False,False,21084.760000000002,113,5751.5,99,8217.02,33,35068.28,76,1,6,67,1,1,29,-0.06031746031746032,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,68.12,3.7844444444444445,-3006,-167.0,9,False,False,31662.78,163,4747.9,91,8690.970000000001,40,48107.65,77,1,6,72,0,3,18,0.32142857142857145,1,Conservative Low spenders,"Low spends, low money making low risk players"
21,90.21,4.295714285714285,-2058,-98.0,8,False,False,31084.22,114,5668.13,92,11750.27,53,50560.62,108,1,2,47,0,3,22,-0.04046242774566474,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,89.65,4.718421052631579,306,16.105263157894736,9,False,False,31968.35,173,3473.52,76,6362.08,33,41497.95,63,0,9,77,1,2,28,0.03140495867768595,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,91.85,4.834210526315789,-2515,-132.3684210526316,8,False,False,17009.31,68,4346.22,79,8832.4,38,32702.93,93,1,6,44,1,1,29,-0.12101910828025478,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,87.93,4.187142857142858,-234,-11.142857142857142,8,False,False,16394.510000000002,115,4013.59,105,10079.0,44,30721.1,101,2,1,50,1,2,16,0.041501976284584984,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,87.48,4.1657142857142855,1544,73.52380952380952,8,False,False,32913.62,177,7055.12,95,12742.65,51,51167.39,84,2,3,44,1,0,13,0.07924528301886792,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,87.73,5.160588235294118,1793,105.47058823529412,9,False,False,15398.060000000001,113,3196.79,87,6624.88,38,23426.73,64,1,2,63,1,0,1,-0.0367170626349892,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,116.03999999999999,4.835,1049,43.708333333333336,11,True,False,36786.56,221,6517.07,93,13469.050000000001,43,55723.68,108,0,0,49,0,0,12,0.08,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,52.97,3.7835714285714284,-2669,-190.64285714285714,5,False,False,14307.31,103,4063.68,62,7867.49,25,28907.48,68,0,9,50,1,2,4,0.0231023102310231,3,Money losing players,Money losing players
19,76.57,4.029999999999999,1082,56.94736842105263,8,False,False,15285.02,152,4961.37,97,10051.01,52,29215.4,77,1,6,73,0,1,29,0.03505535055350553,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,78.13,3.9065,1361,68.05,10,False,True,22530.47,181,4595.76,95,10262.68,44,36027.91,99,1,2,72,0,0,20,0.09389671361502347,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,70.23,5.0164285714285715,2663,190.21428571428572,7,True,True,41149.83,113,3026.31,65,6936.679999999999,24,48449.82,61,1,2,79,0,0,30,0.0958904109589041,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,71.52,3.973333333333333,-864,-48.0,8,True,False,13684.130000000001,112,5469.53,75,9841.18,31,29858.84,66,1,10,74,1,3,23,0.026986506746626688,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
15,70.55,4.703333333333333,2183,145.53333333333333,9,False,True,21947.62,86,3972.64,62,8580.96,27,32318.22,66,0,4,68,0,2,15,0.08670520231213873,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,84.32,4.215999999999999,-1681,-84.05,10,False,True,25115.09,134,5759.19,91,10420.12,31,42975.4,110,1,6,70,0,3,22,0.23529411764705882,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
12,52.91,4.409166666666667,2158,179.83333333333334,8,True,False,3709.86,21,3635.66,47,7116.91,20,12304.43,43,1,10,34,0,0,14,0.023575638506876228,3,Money losing players,Money losing players
22,98.34,4.47,-155,-7.045454545454546,8,False,False,25865.91,136,5921.15,77,9974.51,43,41916.57,98,1,6,76,0,3,11,0.046413502109704644,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,103.95,5.471052631578948,-379,-19.94736842105263,11,False,False,29575.530000000002,162,5252.16,85,10561.63,36,45768.32,67,1,6,78,0,0,0,-0.023058252427184466,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,92.17,4.6085,-2186,-109.3,9,False,False,30394.14,112,5237.71,77,10410.710000000001,37,48228.56,109,0,9,72,0,2,9,-0.028328611898016998,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
26,103.17,3.9680769230769233,4087,157.19230769230768,10,False,False,49572.47,290,6246.88,120,12779.01,47,64511.36,107,1,2,48,1,3,21,0.08024691358024691,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
11,46.61,4.237272727272727,-1265,-115.0,7,False,False,8762.14,73,3134.2,57,6757.83,12,19919.17,67,0,9,72,1,3,11,-0.02956989247311828,3,Money losing players,Money losing players
25,94.74,3.7895999999999996,-2356,-94.24,10,False,False,50140.1,241,6721.27,133,12138.18,57,71355.55,120,1,10,67,0,0,8,0.030450669914738125,1,Conservative Low spenders,"Low spends, low money making low risk players"
19,71.3,3.7526315789473683,-112,-5.894736842105263,9,False,True,17274.67,153,4994.2,77,11883.79,46,34264.659999999996,74,0,9,74,0,3,11,0.10555555555555556,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,100.32,4.18,-535,-22.291666666666668,9,False,False,25585.36,129,5316.32,109,12952.48,46,44389.159999999996,125,0,4,53,1,0,13,0.01938610662358643,1,Conservative Low spenders,"Low spends, low money making low risk players"
30,138.36,4.612,5142,171.4,10,False,False,23819.43,119,6870.95,125,17808.94,70,43357.32,136,0,9,66,1,3,18,0.05272407732864675,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
19,87.22,4.590526315789473,724,38.10526315789474,10,True,False,27248.4,168,5911.37,76,9837.23,36,42273.0,101,2,3,69,0,0,30,-0.09693877551020408,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,70.44,4.4025,2133,133.3125,10,True,False,17963.03,97,4444.83,72,8470.6,37,28745.46,105,2,5,67,0,1,29,-0.034261241970021415,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,95.71,4.7855,-3809,-190.45,8,True,True,20225.22,108,5818.49,94,10093.83,44,39946.54,85,1,2,77,1,0,1,0.020618556701030927,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,105.98,4.607826086956522,-1605,-69.78260869565217,9,False,False,19687.04,99,5860.93,96,12787.46,52,39940.43,97,0,0,66,1,3,18,-0.18699186991869918,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,88.09,4.004090909090909,4116,187.0909090909091,11,False,False,32321.87,206,6356.57,93,9250.31,47,43812.75,108,0,9,73,1,1,29,-0.23655913978494625,1,Conservative Low spenders,"Low spends, low money making low risk players"
20,81.57,4.0785,-2691,-134.55,9,False,False,34808.36,119,4693.25,92,10511.470000000001,32,52704.08,88,1,6,39,0,0,5,0.06756756756756757,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
25,95.54,3.8216,-4668,-186.72,9,False,False,38185.86,268,6031.71,110,11715.4,50,60600.97,79,1,2,80,0,0,13,0.03787878787878788,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,110.21,5.009545454545454,979,44.5,7,False,False,21110.55,198,5711.86,64,11567.28,40,37410.69,99,0,0,67,0,1,29,0.06626506024096386,1,Conservative Low spenders,"Low spends, low money making low risk players"
17,95.81,5.635882352941176,-3517,-206.88235294117646,9,False,False,16912.99,107,3930.2200000000003,48,9088.75,39,33448.96,82,1,6,70,1,0,0,-2.4285714285714284,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,79.62,4.683529411764706,-1643,-96.6470588235294,8,False,False,12375.06,92,4777.19,81,7057.3,37,25852.55,74,1,6,75,1,0,12,0.047752808988764044,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
24,121.08,5.045,-1991,-82.95833333333333,9,False,False,30511.2,161,5206.32,110,14594.16,45,52302.68,140,1,6,74,1,3,26,-0.059113300492610835,1,Conservative Low spenders,"Low spends, low money making low risk players"
14,76.86,5.49,-3852,-275.14285714285717,8,False,False,17726.260000000002,106,3685.8,46,7470.42,20,32734.48,74,0,9,71,0,2,16,0.013658536585365854,3,Money losing players,Money losing players
18,79.12,4.395555555555556,-3799,-211.05555555555554,11,False,False,18690.43,142,4609.61,87,8182.18,37,35281.22,79,1,6,61,0,3,23,0.10404624277456648,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,82.4,4.336842105263158,-421,-22.157894736842106,9,True,True,20428.01,122,5464.59,97,11131.66,44,37445.26,109,2,3,67,0,3,23,0.06440677966101695,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,100.57,5.293157894736842,-462,-24.31578947368421,8,True,False,22444.55,127,4746.7300000000005,87,10375.54,45,38028.82,84,0,4,77,1,1,29,0.022592152199762187,1,Conservative Low spenders,"Low spends, low money making low risk players"
28,140.62,5.022142857142858,-2083,-74.39285714285714,9,True,False,41072.68,262,7286.5,148,13728.55,47,64170.73,111,1,6,55,1,3,6,0.05128205128205128,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
18,76.25,4.236111111111111,1514,84.11111111111111,8,True,True,41194.24,122,5187.599999999999,62,9228.17,37,54096.01,70,0,9,78,1,0,24,0.9,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,80.27,3.822380952380952,-1675,-79.76190476190476,9,False,True,34133.38,173,5664.56,86,9829.13,44,51302.07,90,0,4,67,0,0,24,0.03684210526315789,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,79.38,4.41,-5861,-325.6111111111111,7,False,False,17499.09,170,4910.79,73,7787.08,39,36057.96,59,1,2,35,1,2,16,-0.2903225806451613,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,92.2,4.852631578947369,-3197,-168.26315789473685,9,True,False,25604.04,101,4239.88,93,9708.32,36,42749.24,69,1,10,44,0,1,29,0.05740181268882175,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
37,176.18,4.761621621621622,2955,79.86486486486487,11,False,False,57889.52,283,9484.95,128,18420.91,64,82840.38,155,2,3,63,1,3,26,-9.25,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
16,80.95,5.059375,471,29.4375,10,False,True,7792.25,121,4003.62,64,8450.65,26,19775.52,63,0,9,78,1,1,29,-0.08465608465608465,3,Money losing players,Money losing players
16,77.67,4.854375,4985,311.5625,9,False,False,27588.23,145,4435.0,67,6836.43,34,33874.659999999996,77,0,9,70,0,1,29,-0.47058823529411764,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
19,88.86,4.676842105263158,-372,-19.57894736842105,8,False,False,13800.05,140,5198.4,85,8325.61,32,27696.059999999998,79,0,0,52,0,0,30,0.03292894280762565,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
29,124.54,4.29448275862069,-251,-8.655172413793103,10,False,True,36214.1,226,8394.57,115,15113.47,46,59973.14,139,1,10,72,0,0,8,-0.06682027649769585,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
23,99.06,4.306956521739131,-1110,-48.26086956521739,8,False,False,21968.32,118,4924.7300000000005,120,11436.4,49,39439.45,101,0,9,62,1,0,8,0.06388888888888888,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,87.68,4.871111111111111,496,27.555555555555557,8,False,True,27063.62,135,4337.8,104,9628.95,41,40534.37,93,2,5,44,1,3,23,-0.04774535809018567,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
22,99.38,4.517272727272727,-1898,-86.27272727272727,9,True,False,19395.39,137,6131.84,92,10567.25,47,37992.479999999996,102,1,10,75,0,2,17,-0.14193548387096774,1,Conservative Low spenders,"Low spends, low money making low risk players"
26,120.1,4.619230769230769,-949,-36.5,10,True,False,24091.45,175,6797.74,107,14679.56,55,46517.75,100,0,9,23,1,0,24,-0.0401854714064915,1,Conservative Low spenders,"Low spends, low money making low risk players"
24,109.78,4.574166666666667,6381,265.875,9,False,False,27631.81,220,5827.71,91,10473.03,63,37551.55,124,1,2,58,0,2,10,0.04395604395604396,1,Conservative Low spenders,"Low spends, low money making low risk players"
15,66.9,4.46,-501,-33.4,9,False,False,13420.41,94,4905.49,72,10764.32,38,29591.22,64,0,0,71,0,2,2,-0.02857142857142857,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,90.75,4.5375,3764,188.2,9,False,False,18414.75,67,5698.92,79,8943.67,37,29293.34,90,0,9,71,1,2,19,-0.21052631578947367,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
16,67.97,4.248125,-1045,-65.3125,9,False,False,18826.25,135,4068.37,69,7835.1,43,31774.72,63,1,10,78,0,0,24,0.07960199004975124,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
23,98.76,4.293913043478261,4692,204.0,11,False,True,32750.75,257,5499.18,100,13102.619999999999,45,46660.55,94,2,8,74,1,3,7,-0.05665024630541872,1,Conservative Low spenders,"Low spends, low money making low risk players"
18,83.84,4.657777777777778,-771,-42.833333333333336,10,False,False,23662.06,228,4691.7,82,9054.72,38,38179.48,81,1,2,78,0,0,1,0.03536345776031434,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
20,84.71000000000001,4.2355,5383,269.15,8,False,False,27623.77,213,5458.94,70,11168.59,41,38868.3,110,0,0,71,0,3,11,0.022935779816513763,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,76.85,4.520588235294118,1732,101.88235294117646,9,True,True,13559.609999999999,77,4163.39,66,11105.92,25,27096.92,65,0,9,48,0,2,19,-0.03483606557377049,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
27,136.34,5.04962962962963,761,28.185185185185187,10,False,False,39958.71,245,6804.34,121,13802.48,61,59804.53,123,1,10,72,1,2,2,-0.0421216848673947,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
25,117.34,4.6936,-243,-9.72,11,False,False,28470.579999999998,164,6440.06,103,14201.49,58,49355.13,107,2,5,56,0,0,0,-0.05458515283842795,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,65.2,4.075,-2241,-140.0625,7,False,False,16857.16,79,3206.87,79,7139.29,33,29444.32,90,0,0,60,1,3,11,0.05860805860805861,3,Money losing players,Money losing players
13,57.88,4.452307692307692,2594,199.53846153846155,8,False,False,23763.51,78,3861.17,71,7056.96,25,32087.64,42,2,7,67,0,2,4,0.01808066759388039,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
14,66.46000000000001,4.747142857142857,977,69.78571428571429,9,True,False,25861.25,116,3588.81,57,6317.56,32,34790.62,63,1,6,78,1,1,29,-0.054901960784313725,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
21,114.27,5.441428571428571,1407,67.0,8,False,False,33219.8,135,4819.11,109,8385.14,47,45017.05,91,1,6,78,0,1,29,0.031484257871064465,1,Conservative Low spenders,"Low spends, low money making low risk players"
16,67.99,4.249375,-862,-53.875,8,False,False,15693.31,96,3632.2799999999997,76,6966.95,26,27154.54,83,1,6,31,1,2,17,-0.0399002493765586,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
18,95.12,5.2844444444444445,1644,91.33333333333333,10,True,False,25310.77,139,4394.79,90,10362.33,32,38423.89,90,1,10,73,0,1,29,0.04326923076923077,1,Conservative Low spenders,"Low spends, low money making low risk players"
25,116.04,4.6416,-608,-24.32,11,False,False,34075.549999999996,146,6949.6,99,14519.18,54,56152.33,130,2,1,72,0,1,29,0.0641025641025641,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
25,121.79,4.8716,3977,159.08,8,False,False,38100.01,185,7295.0,109,12475.43,48,53893.44,122,0,0,74,1,0,30,0.09259259259259259,2,Mediocre cross spending players,"Budding good Players with potential to win, exploring multiple casino services"
23,98.17,4.268260869565218,1883,81.8695652173913,8,False,False,30391.37,177,6056.82,115,10168.369999999999,47,44733.56,87,2,5,54,0,2,10,0.026376146788990827,1,Conservative Low spenders,"Low spends, low money making low risk players"
23,108.04,4.697391304347827,-1084,-47.130434782608695,9,False,False,28903.9,193,5232.17,92,15220.61,38,50440.68,99,1,10,46,1,3,26,-0.12234042553191489,1,Conservative Low spenders,"Low spends, low money making low risk players"
22,99.78,4.535454545454545,4604,209.27272727272728,6,False,False,23874.95,101,5904.85,124,10738.41,37,35914.21,84,1,10,75,0,0,8,-2.0,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
17,87.4,5.141176470588236,-4310,-253.52941176470588,9,False,False,23190.98,190,4208.09,105,8155.13,29,39864.200000000004,86,2,5,72,0,1,29,0.031423290203327174,0,High roller Professionals,"Risk taking professional, regular players with deep pockets spending across services"
