TRANSACTION_ID,DATE,PLAYER_ID,PLAYER_AGE,PLAYER_GENDER,HOME_COUNTRY,HOME_CITY,GAME_CATEGORY,GAME_NAME,TABLE_MINIMUM_BET,IS_PREMIUM_PLAYER,DURATION_SPENT,CHIPS_WON_OR_LOST,NUMBER_OF_DAYS_SPENT_IN_CASINO,STAYED_AT_CASINO_HOTEL,AMOUNT_SPENT_IN_HOTEL_STAY,NUMBER_OF_DAYS_SPENT_IN_HOTEL,NUMBER_OF_RESTAURANT_VISITS,AMOUNT_SPENT_IN_CASINO_RESTAURANT,NUMBER_OF_CONCIERGE_VISITS,AMOUNT_SPENT_IN_SPA,NUMBER_OF_SPA_VISITS,IS_LOYALTY_CARD_HOLDER,REVENUE_MADE_BY_CASINO_FROM_PLAYER
4497,07-04-2022,3950,69,Female,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,893.51,FALSE,1.23,-313,18,FALSE,0,0,7,436.03,8,568.77,2,FALSE,1317.8
4498,06-03-2024,1401,77,Female,Singapore,Singapore,Slot games,3D Slots,833.59,FALSE,4.82,-338,20,TRUE,3211.7,20,4,291.47,2,175.19,1,FALSE,4016.36
4499,24-08-2023,9693,65,Male,Singapore,Singapore,Slot games,3D Slots,150.3,FALSE,2.44,-694,17,TRUE,4533.9,17,4,478.75,3,243.63,4,FALSE,5950.28
4500,30-08-2022,6629,79,Female,UK,Sheffield,Slot games,Classic Slots,482.73,FALSE,6.66,976,9,TRUE,886.49,9,0,142.62,1,760.17,3,FALSE,813.28
4501,31-05-2024,255,53,Female,US,San Jose,Table games,Roulette,277.78,FALSE,7.64,579,5,FALSE,0,0,0,63.79,7,320.99,3,FALSE,-194.22
4502,27-12-2023,4215,70,Female,US,New York,Table games,Craps,555.74,TRUE,6.88,-709,3,TRUE,2814.36,3,2,349.49,4,116.45,1,FALSE,3989.3
4503,22-05-2024,9046,67,Male,UK,Glasgow,Slot games,Classic Slots,461.48,FALSE,2.08,-998,25,FALSE,0,0,7,104.74,6,276.95,4,TRUE,1379.69
4504,02-04-2022,3438,76,Female,US,Los Angeles,Speciality Number Games,Wheel of Fortune,455,FALSE,4.44,1,11,TRUE,2197.32,11,7,410.37,6,899.33,1,FALSE,3506.02
4505,29-11-2023,7387,57,Female,UK,Sheffield,Speciality Number Games,Wheel of Fortune,574.3,FALSE,7.95,147,3,FALSE,0,0,4,60.03,6,434.14,0,FALSE,347.17
4506,06-03-2023,4157,78,Female,US,New York,Speciality Number Games,Keno,35.36,FALSE,7.69,-930,24,TRUE,1451.56,24,7,189.19,8,66.67,3,FALSE,2637.42
4507,22-11-2023,5777,56,Male,Singapore,Singapore,Slot games,Classic Slots,820.08,FALSE,1.76,885,13,FALSE,0,0,0,254.71,9,482.04,2,FALSE,-148.25
4508,27-10-2022,6865,46,Male,India,Bangalore,Slot games,3D Slots,157.06,TRUE,7.22,927,1,FALSE,0,0,8,357.38,8,616.65,1,FALSE,47.03
4509,02-08-2023,863,56,Female,US,San Antonio,Table games,Craps,806.66,TRUE,6.85,-266,7,FALSE,0,0,2,307.01,0,265.48,3,TRUE,838.49
4510,29-05-2024,4424,79,Female,India,Surat,Slot games,3D Slots,311.54,TRUE,5.11,612,11,FALSE,0,0,2,57.74,4,770.52,0,TRUE,216.26
4511,05-03-2024,2031,80,Male,US,Dallas,Table games,Blackjack,52.02,FALSE,1.79,-92,27,FALSE,0,0,2,432.48,3,337.97,3,FALSE,862.45
4512,22-11-2021,8032,71,Female,US,San Jose,Speciality Number Games,Bingo,396.19,FALSE,7.71,545,24,TRUE,4580.65,24,6,281.43,6,667.94,4,FALSE,4985.02
4513,03-07-2022,1691,56,Female,Singapore,Singapore,Slot games,Classic Slots,61.33,FALSE,6.79,864,10,TRUE,3854.57,10,0,327.76,6,313.27,3,FALSE,3631.6
4514,02-11-2022,6645,46,Male,US,New York,Speciality Number Games,Keno,476.54,TRUE,4.82,-121,24,FALSE,0,0,2,487.22,8,570.27,3,FALSE,1178.49
4515,24-06-2024,2368,80,Male,Singapore,Singapore,Slot games,3D Slots,689.02,FALSE,5.7,-405,22,FALSE,0,0,8,461.99,4,233.61,1,FALSE,1100.6
4516,05-03-2022,2055,63,Male,India,Pune,Slot games,Video Slots,999.9,FALSE,5.57,-881,22,FALSE,0,0,5,104.11,6,818.25,4,FALSE,1803.36
4517,08-11-2022,4868,78,Male,UK,Glasgow,Slot games,Video Slots,863.79,FALSE,4.81,-271,13,FALSE,0,0,7,20.38,0,862.52,2,TRUE,1153.9
4518,28-09-2022,6043,74,Male,India,Bangalore,Slot games,3D Slots,831.53,TRUE,7.85,-23,12,TRUE,2943.9,12,1,377.88,9,313.14,2,FALSE,3657.92
4519,12-11-2023,3869,43,Male,US,New York,Slot games,3D Slots,930.65,FALSE,5.81,-115,4,TRUE,4474.3,4,7,146.29,5,424.08,3,FALSE,5159.67
4520,28-04-2024,9971,80,Female,India,Kolkata,Slot games,Video Slots,452.14,FALSE,4.12,-764,17,FALSE,0,0,5,140.66,1,274.41,2,FALSE,1179.07
4521,10-01-2023,9777,74,Female,India,Ahmedabad,Speciality Number Games,Bingo,112.86,FALSE,6.65,-141,15,TRUE,4398.31,15,9,357.22,5,224.3,0,TRUE,5120.83
4522,21-06-2022,957,65,Female,US,Dallas,Table games,Baccarat,119,FALSE,5.78,820,19,TRUE,1725.19,19,2,42.02,2,377.28,2,FALSE,1324.49
4523,20-11-2023,8851,42,Male,Singapore,Singapore,Speciality Number Games,Bingo,728.44,FALSE,1.91,556,8,TRUE,3419.8,8,6,51.67,3,818.48,4,FALSE,3733.95
4524,18-03-2022,9638,66,Female,US,Philadelphia,Slot games,Video Slots,99.94,TRUE,2.58,276,5,TRUE,1911.43,5,7,231.73,7,217.87,3,TRUE,2085.03
4525,05-06-2024,2963,75,Male,India,Kolkata,Table games,Roulette,485.84,TRUE,4.29,-861,21,FALSE,0,0,3,22.1,1,501.12,4,FALSE,1384.22
4526,02-03-2023,2759,57,Female,India,Hyderabad,Table games,Poker,583.17,FALSE,7.36,357,6,FALSE,0,0,4,395.7,8,814.75,0,FALSE,853.45
4527,11-03-2022,4263,29,Male,US,Chicago,Slot games,Video Slots,356.22,FALSE,5.62,370,6,TRUE,1880.37,6,2,448.71,4,57.84,4,FALSE,2016.92
4528,14-04-2022,8642,65,Male,Singapore,Singapore,Table games,Baccarat,769.16,TRUE,3.28,-581,9,TRUE,854.73,9,4,134.78,6,670.57,2,TRUE,2241.08
4529,19-09-2023,7573,54,Male,US,Dallas,Table games,Craps,753.1,FALSE,6.76,84,17,TRUE,2630.39,17,8,296.94,7,754.5,2,FALSE,3597.83
4530,16-02-2023,7306,46,Female,Singapore,Singapore,Slot games,3D Slots,403.98,FALSE,5.91,607,23,TRUE,552.07,23,4,444.44,1,351.94,0,FALSE,741.45
4531,13-09-2021,2550,58,Male,US,Los Angeles,Table games,Baccarat,909.16,FALSE,1.2,997,26,TRUE,774.84,26,4,153.19,2,983.61,3,TRUE,914.64
4532,23-03-2022,2660,46,Male,UK,Cardiff,Slot games,3D Slots,506.85,TRUE,7.15,-205,3,TRUE,1523.02,3,9,130.54,5,700.65,4,FALSE,2559.21
4533,12-04-2023,546,64,Female,UK,London,Table games,Roulette,223.06,TRUE,5.57,-79,15,FALSE,0,0,2,77.18,3,327.38,1,TRUE,483.56
4534,08-06-2023,3427,66,Male,UK,Glasgow,Slot games,3D Slots,233.39,TRUE,4.48,955,13,FALSE,0,0,4,381.8,0,125.08,1,FALSE,-448.12
4535,19-11-2021,5262,31,Male,India,Delhi,Slot games,3D Slots,51.05,FALSE,3.77,-352,5,TRUE,2545.77,5,9,271.07,4,328.72,4,FALSE,3497.56
4536,23-07-2022,7840,53,Male,UK,Sheffield,Table games,Blackjack,165.3,TRUE,5.84,-962,20,TRUE,2177.64,20,6,253.88,9,246.89,1,FALSE,3640.41
4537,22-05-2022,7636,32,Male,UK,Edinburgh,Table games,Craps,60.31,FALSE,4.7,-950,28,FALSE,0,0,7,487.35,0,787.67,0,TRUE,2225.02
4538,19-10-2023,6570,62,Male,UK,Bristol,Table games,Roulette,959.72,FALSE,4.36,-413,4,FALSE,0,0,6,339.97,0,670.5,3,FALSE,1423.47
4539,01-08-2022,1346,61,Female,US,New York,Speciality Number Games,Keno,222.2,FALSE,7.12,-26,12,TRUE,1678.69,12,6,57.88,6,248.95,2,FALSE,2011.52
4540,27-11-2021,1808,53,Female,Singapore,Singapore,Table games,Poker,85.35,TRUE,7.67,-753,17,FALSE,0,0,5,182.75,3,959.39,2,TRUE,1895.14
4541,12-05-2023,4321,76,Female,US,Chicago,Slot games,Video Slots,5.56,FALSE,6.74,970,20,TRUE,4933.29,20,7,382.4,2,409.69,3,FALSE,4755.38
4542,06-04-2023,544,74,Male,Singapore,Singapore,Slot games,Video Slots,566.81,FALSE,7.77,137,6,FALSE,0,0,5,131.89,5,464.76,1,FALSE,459.65
4543,29-09-2022,4046,78,Female,US,New York,Table games,Baccarat,760.18,FALSE,3.99,242,7,FALSE,0,0,8,125.43,5,334.08,1,TRUE,217.51
4544,23-01-2023,8857,55,Female,Singapore,Singapore,Slot games,3D Slots,342.18,FALSE,3.53,-948,22,FALSE,0,0,5,414.95,0,254.16,2,FALSE,1617.11
4545,04-04-2024,6263,64,Male,Singapore,Singapore,Table games,Roulette,305.66,FALSE,4.55,-70,16,FALSE,0,0,8,351.29,8,386.32,2,FALSE,807.61
4546,02-04-2024,7980,79,Female,UK,Bristol,Speciality Number Games,Wheel of Fortune,227.73,FALSE,5.01,-524,28,TRUE,3180.28,28,4,221.25,1,472.82,1,FALSE,4398.35
4547,06-08-2024,47,67,Female,US,New York,Table games,Roulette,320.08,TRUE,7.81,852,14,TRUE,688.52,14,5,204.27,9,827.19,1,TRUE,867.98
4548,15-12-2021,9325,72,Female,US,Dallas,Slot games,Classic Slots,387.52,FALSE,1.31,378,10,FALSE,0,0,7,258.72,4,994.36,3,TRUE,875.08
4549,27-10-2023,2207,56,Female,US,San Jose,Slot games,Classic Slots,830.77,FALSE,4.53,427,10,FALSE,0,0,5,166.58,3,698.3,0,FALSE,437.88
4550,16-12-2021,1064,65,Male,UK,Manchester,Table games,Poker,593.97,FALSE,6.84,-981,26,FALSE,0,0,4,469.53,0,476.99,4,FALSE,1927.52
4551,07-04-2023,7837,64,Female,US,Los Angeles,Slot games,Classic Slots,556.2,FALSE,6.52,762,29,FALSE,0,0,4,448.71,4,79.05,2,FALSE,-234.24
4552,08-09-2023,1558,66,Male,India,Pune,Slot games,Classic Slots,860.26,TRUE,6.83,-856,10,TRUE,943.99,10,6,407.36,8,958.29,3,FALSE,3165.64
4553,23-01-2024,9395,75,Male,India,Hyderabad,Slot games,3D Slots,535.72,FALSE,3.27,-576,15,TRUE,4245.19,15,7,147.64,7,616.45,2,FALSE,5585.28
4554,27-10-2023,2792,74,Female,US,San Antonio,Slot games,3D Slots,95.47,TRUE,2.51,-538,15,FALSE,0,0,3,98.91,1,457.39,1,FALSE,1094.3
4555,08-07-2024,2331,72,Male,US,San Jose,Slot games,3D Slots,333.11,FALSE,4.76,169,26,FALSE,0,0,2,170.07,8,578.54,3,FALSE,579.61
4556,01-05-2023,9935,75,Female,US,Phoenix,Table games,Blackjack,384.25,FALSE,4.13,-658,24,TRUE,286.86,24,8,331.98,8,156.4,3,TRUE,1433.24
4557,20-05-2022,62,53,Female,UK,Edinburgh,Table games,Blackjack,257.88,FALSE,5.78,165,27,TRUE,1199.25,27,3,275.22,4,798.22,1,FALSE,2107.69
4558,23-01-2024,6989,69,Female,Singapore,Singapore,Slot games,Video Slots,596.71,FALSE,7.83,530,11,TRUE,3095.16,11,2,195.51,4,139.66,2,FALSE,2900.33
4559,12-06-2022,9550,57,Female,US,Philadelphia,Speciality Number Games,Wheel of Fortune,991.6,FALSE,1.3,-70,2,FALSE,0,0,0,134.63,5,392.44,2,FALSE,597.07
4560,27-05-2024,4714,67,Male,Singapore,Singapore,Speciality Number Games,Bingo,294.97,FALSE,3.48,672,14,TRUE,4425.74,14,0,50.9,0,725.45,2,FALSE,4530.09
4561,08-03-2024,3786,74,Female,US,Los Angeles,Table games,Roulette,296.65,FALSE,6.24,201,5,FALSE,0,0,4,335.71,6,208.07,2,TRUE,342.78
4562,06-12-2021,1889,76,Female,Singapore,Singapore,Table games,Baccarat,369.28,FALSE,6.66,67,21,TRUE,556.03,21,9,182.2,5,96.35,0,FALSE,767.58
4563,28-11-2022,8896,68,Male,US,San Diego,Speciality Number Games,Bingo,985.48,TRUE,1,-342,14,TRUE,592.17,14,3,466.13,7,818.05,1,FALSE,2218.35
4564,09-09-2023,6320,54,Female,US,Houston,Speciality Number Games,Bingo,565.27,FALSE,1.11,199,25,FALSE,0,0,8,430.71,6,461.41,0,TRUE,693.12
4565,18-07-2023,2654,72,Female,UK,Glasgow,Slot games,Video Slots,259.38,FALSE,5,825,16,TRUE,896.45,16,8,187.04,2,961.04,1,TRUE,1219.53
4566,22-05-2024,4309,53,Male,UK,Birmingham,Table games,Poker,888.33,FALSE,1.04,-17,1,TRUE,4595.43,1,2,492.93,4,626.59,2,FALSE,5731.95
4567,02-12-2022,571,60,Male,UK,Sheffield,Table games,Craps,438.21,TRUE,6.92,-866,12,TRUE,1895.76,12,7,107.75,0,130.34,3,TRUE,2999.85
4568,19-03-2023,4712,58,Female,US,Philadelphia,Slot games,3D Slots,451.48,FALSE,3.15,-699,2,TRUE,3325.33,2,3,370.16,8,678.76,4,FALSE,5073.25
4569,26-09-2022,2758,68,Female,Singapore,Singapore,Speciality Number Games,Bingo,711.93,FALSE,7.96,-86,5,TRUE,4319.92,5,2,171.95,4,698.23,2,FALSE,5276.1
4570,13-07-2024,4752,72,Male,India,Mumbai,Table games,Roulette,361.93,TRUE,1.03,-581,22,FALSE,0,0,7,221.77,5,710.7,2,FALSE,1513.47
4571,21-01-2022,7432,60,Female,India,Surat,Table games,Blackjack,414.88,TRUE,3.27,224,12,TRUE,2665.94,12,5,448.27,1,258.7,1,TRUE,3148.91
4572,01-10-2022,8759,65,Female,UK,Bristol,Slot games,3D Slots,6.65,FALSE,2.11,-871,5,TRUE,2534.68,5,3,358.5,7,680.11,2,FALSE,4444.29
4573,23-11-2023,2615,74,Female,Singapore,Singapore,Slot games,3D Slots,276.84,TRUE,7.76,918,14,TRUE,257.11,14,2,347.17,1,480.84,2,FALSE,167.12
4574,11-03-2023,4100,47,Female,India,Bangalore,Speciality Number Games,Wheel of Fortune,633.13,TRUE,2,-583,19,TRUE,2512.56,19,6,271.1,1,800.63,2,FALSE,4167.29
4575,19-10-2022,2676,49,Female,India,Chennai,Slot games,Classic Slots,790.49,FALSE,3.85,-540,14,TRUE,3756.8,14,2,77.82,2,684.74,3,FALSE,5059.36
4576,16-05-2024,4469,71,Male,UK,Manchester,Slot games,Video Slots,45.63,FALSE,3.37,268,25,TRUE,3470.43,25,4,435.07,8,958.39,1,FALSE,4595.89
4577,12-01-2023,1915,57,Male,Singapore,Singapore,Speciality Number Games,Bingo,781.82,TRUE,4.27,403,8,FALSE,0,0,7,468.56,5,230.01,4,TRUE,295.57
4578,05-07-2024,1084,53,Male,India,Ahmedabad,Slot games,3D Slots,198.42,FALSE,3.96,-930,19,FALSE,0,0,1,497.85,6,636.21,2,FALSE,2064.06
4579,18-07-2023,3600,32,Male,UK,London,Speciality Number Games,Keno,579.77,FALSE,1.87,-822,16,FALSE,0,0,1,52.81,1,192.49,2,FALSE,1067.3
4580,17-07-2024,1191,60,Male,UK,Edinburgh,Table games,Blackjack,815.46,FALSE,3.83,357,8,TRUE,1525.49,8,6,264.29,2,482.54,2,FALSE,1915.32
4581,30-11-2021,8995,74,Female,US,Los Angeles,Slot games,Classic Slots,120.61,FALSE,4.96,476,3,TRUE,1739.15,3,9,332.32,9,427.22,4,FALSE,2022.69
4582,07-01-2022,3452,38,Male,UK,Glasgow,Speciality Number Games,Wheel of Fortune,45.76,FALSE,2,28,25,FALSE,0,0,6,493.49,0,47.21,2,FALSE,512.7
4583,30-06-2023,9020,61,Male,Singapore,Singapore,Speciality Number Games,Bingo,563.43,FALSE,4.95,-188,12,FALSE,0,0,0,277.34,7,376.99,2,FALSE,842.33
4584,06-06-2024,2141,54,Male,UK,Cardiff,Table games,Poker,453.21,FALSE,7.16,581,23,FALSE,0,0,4,348.45,3,793.26,2,FALSE,560.71
4585,22-10-2023,9319,72,Male,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,937.75,FALSE,5.46,866,6,FALSE,0,0,7,181.18,8,107.68,3,FALSE,-577.14
4586,16-11-2022,3276,72,Female,India,Ahmedabad,Speciality Number Games,Bingo,18.46,TRUE,7.17,-657,29,FALSE,0,0,7,469.23,9,799.57,1,FALSE,1925.8
4587,18-06-2024,2978,74,Male,UK,Edinburgh,Table games,Baccarat,567.07,FALSE,5.49,-317,6,TRUE,2696.13,6,1,488.64,0,101.08,0,FALSE,3602.85
4588,11-09-2022,4695,56,Male,India,Hyderabad,Slot games,Video Slots,487.8,FALSE,5.55,-826,26,FALSE,0,0,0,428.36,6,960.49,4,FALSE,2214.85
4589,09-11-2021,4822,49,Female,UK,Leeds,Slot games,Video Slots,915.36,FALSE,1.15,970,29,TRUE,4528.97,29,6,167.53,7,816.72,1,FALSE,4543.22
4590,30-08-2022,4938,67,Female,UK,Manchester,Slot games,3D Slots,753.28,FALSE,5.07,-864,1,TRUE,4866.72,1,2,297.88,0,784.34,2,FALSE,6812.94
4591,09-05-2023,3024,41,Female,Singapore,Singapore,Speciality Number Games,Keno,130.74,TRUE,1.77,146,21,TRUE,187.16,21,8,452.94,9,456.32,1,FALSE,950.42
4592,21-12-2023,7714,56,Male,India,Chennai,Speciality Number Games,Bingo,362.06,TRUE,5.67,407,19,TRUE,3246.49,19,2,401.22,2,309.79,0,FALSE,3550.5
4593,09-09-2021,9214,56,Male,Singapore,Singapore,Slot games,3D Slots,374.69,FALSE,6.95,344,3,TRUE,2909.29,3,3,131.11,7,326.31,1,FALSE,3022.71
4594,01-03-2022,8788,61,Female,US,Philadelphia,Slot games,Classic Slots,962.51,FALSE,6.88,255,19,FALSE,0,0,7,261.65,1,25.66,0,FALSE,32.31
4595,24-09-2022,4840,36,Female,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,977.82,FALSE,1.5,-670,22,TRUE,4533.64,22,3,53.49,3,450.55,4,FALSE,5707.68
4596,17-09-2022,2545,65,Female,US,Phoenix,Slot games,Classic Slots,510.31,FALSE,4.01,370,6,TRUE,3641.13,6,0,339.66,3,731.11,3,FALSE,4341.9
4597,23-01-2024,7729,48,Male,UK,Bristol,Slot games,Classic Slots,720.07,FALSE,7.01,830,26,FALSE,0,0,7,212.4,6,536.86,2,FALSE,-80.74
4598,14-03-2023,2045,68,Male,UK,Leeds,Slot games,Video Slots,378.14,FALSE,4.12,-619,7,TRUE,3417.84,7,9,408.58,8,374.12,1,TRUE,4819.54
4599,11-01-2024,5972,66,Male,India,Jaipur,Speciality Number Games,Wheel of Fortune,256.11,FALSE,3.73,134,29,FALSE,0,0,1,47.11,1,862.76,2,FALSE,775.87
4600,22-09-2022,1413,77,Female,India,Ahmedabad,Table games,Craps,726.37,FALSE,2.03,661,6,FALSE,0,0,4,329.87,3,798.09,3,TRUE,466.96
4601,17-02-2023,4282,76,Female,India,Pune,Speciality Number Games,Keno,899.86,FALSE,1.25,-618,4,FALSE,0,0,8,119.83,6,29.66,4,FALSE,767.49
4602,31-12-2023,22,76,Female,US,Philadelphia,Speciality Number Games,Wheel of Fortune,522.44,TRUE,4.07,313,13,TRUE,623.08,13,4,489.19,7,313.77,4,FALSE,1113.04
4603,07-08-2024,1123,43,Male,India,Pune,Slot games,Video Slots,542.99,FALSE,7.41,-932,27,TRUE,3598.34,27,4,295.67,1,29.19,2,TRUE,4855.2
4604,06-12-2021,4357,45,Male,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,921.56,TRUE,6.2,768,28,TRUE,1002.11,28,7,199.83,8,188.14,2,FALSE,622.08
4605,06-08-2022,7340,27,Male,Singapore,Singapore,Table games,Baccarat,396.09,TRUE,3.12,-170,3,FALSE,0,0,3,147.25,9,196.56,2,FALSE,513.81
4606,24-05-2024,4724,37,Male,US,Chicago,Speciality Number Games,Bingo,102.49,TRUE,5.59,220,24,TRUE,2589.25,24,4,430.87,8,124.2,3,FALSE,2924.32
4607,07-09-2022,267,44,Female,Singapore,Singapore,Table games,Blackjack,332.49,FALSE,6.26,-536,13,FALSE,0,0,0,116.52,6,713.1,1,FALSE,1365.62
4608,09-07-2023,8106,62,Female,India,Delhi,Table games,Craps,178.22,FALSE,7.44,-270,4,FALSE,0,0,8,404.28,8,509.86,4,FALSE,1184.14
4609,08-07-2022,5200,26,Male,UK,Edinburgh,Speciality Number Games,Keno,169.31,TRUE,2.5,-390,18,FALSE,0,0,6,171.97,9,512.3,0,FALSE,1074.27
4610,21-09-2021,136,54,Male,US,New York,Slot games,Video Slots,504.92,FALSE,6.73,645,7,TRUE,2675.75,7,5,287.1,6,327.88,1,FALSE,2645.73
4611,12-08-2023,7315,57,Female,Singapore,Singapore,Table games,Baccarat,107.05,FALSE,5.45,980,27,TRUE,253.65,27,6,486.31,4,814.21,2,FALSE,574.17
4612,21-01-2022,5439,70,Male,India,Pune,Table games,Blackjack,422.93,FALSE,1.19,-991,16,FALSE,0,0,8,226.15,5,796.03,1,FALSE,2013.18
4613,25-01-2023,3721,60,Female,UK,Birmingham,Table games,Poker,724.93,TRUE,6.7,-176,25,FALSE,0,0,4,307.92,0,504.25,2,FALSE,988.17
4614,26-08-2023,4187,71,Female,India,Pune,Table games,Baccarat,312.64,FALSE,5.98,616,21,TRUE,4912.41,21,5,262.94,5,107.05,3,TRUE,4666.4
4615,11-09-2023,2085,60,Male,India,Surat,Speciality Number Games,Bingo,844.34,FALSE,4.44,-63,2,TRUE,2453.89,2,4,158.02,7,808.61,1,TRUE,3483.52
4616,27-09-2023,4701,58,Female,India,Ahmedabad,Table games,Baccarat,813.29,FALSE,3.22,-963,27,FALSE,0,0,5,446.74,3,813.77,4,FALSE,2223.51
4617,18-06-2024,6464,53,Male,UK,Sheffield,Slot games,3D Slots,161.32,TRUE,2.07,-29,21,FALSE,0,0,3,179.88,9,965.81,1,FALSE,1174.69
4618,29-05-2024,9989,78,Male,Singapore,Singapore,Table games,Poker,614.39,FALSE,6.12,-227,23,TRUE,4619.39,23,2,93.8,9,983.93,0,TRUE,5924.12
4619,23-05-2023,8096,56,Female,Singapore,Singapore,Slot games,3D Slots,392.3,FALSE,6.7,-299,12,FALSE,0,0,9,435.45,9,279.15,3,FALSE,1013.6
4620,26-04-2022,9509,41,Male,India,Mumbai,Speciality Number Games,Bingo,143.37,FALSE,3.01,-454,22,FALSE,0,0,8,494.45,5,55.55,0,FALSE,1004
4621,27-11-2021,1455,77,Male,US,New York,Slot games,Video Slots,233.77,TRUE,6.96,-414,7,TRUE,446.62,7,2,452.29,1,816.79,1,FALSE,2129.7
4622,10-08-2024,4199,75,Female,Singapore,Singapore,Slot games,Classic Slots,509.49,FALSE,6.16,-530,8,TRUE,3465.5,8,2,372.3,3,886.66,4,FALSE,5254.46
4623,27-11-2022,3133,74,Male,UK,Sheffield,Table games,Roulette,132.24,FALSE,7.93,717,16,TRUE,2386.07,16,0,166.14,3,367.53,0,FALSE,2202.74
4624,27-08-2023,9373,80,Female,Singapore,Singapore,Table games,Poker,304.91,FALSE,6.34,-131,6,TRUE,774.71,6,6,185.49,3,952.17,1,TRUE,2043.37
4625,14-04-2022,9334,45,Male,Singapore,Singapore,Speciality Number Games,Keno,653.32,TRUE,1.85,-845,16,FALSE,0,0,9,325.65,0,919.35,0,FALSE,2090
4626,16-12-2021,8404,78,Female,India,Mumbai,Table games,Craps,762.99,FALSE,6.58,-571,3,FALSE,0,0,2,325.51,3,103.57,1,FALSE,1000.08
4627,22-11-2021,3503,79,Female,UK,Edinburgh,Table games,Poker,127.87,FALSE,1.44,901,24,FALSE,0,0,8,429.65,6,541.68,1,TRUE,70.33
4628,07-06-2024,1418,72,Female,India,Mumbai,Slot games,3D Slots,260.32,FALSE,3.07,-107,19,TRUE,1434.3,19,6,443.09,0,951.52,4,FALSE,2935.91
4629,08-02-2024,1621,58,Male,India,Jaipur,Slot games,3D Slots,599.04,FALSE,2.2,703,1,FALSE,0,0,4,330.5,4,100.41,0,FALSE,-272.09
4630,14-09-2021,7114,50,Female,US,Dallas,Speciality Number Games,Bingo,300.55,FALSE,3.3,-265,27,FALSE,0,0,0,370.6,9,837.34,1,FALSE,1472.94
4631,05-08-2023,9540,57,Male,Singapore,Singapore,Speciality Number Games,Bingo,513.9,TRUE,7.77,92,25,TRUE,4422.28,25,8,364.4,2,47.72,0,FALSE,4742.4
4632,17-06-2022,5042,73,Female,India,Jaipur,Slot games,Classic Slots,726.9,FALSE,5.78,-114,19,FALSE,0,0,5,390.14,1,116.28,4,FALSE,620.42
4633,25-12-2023,1393,69,Male,UK,Birmingham,Slot games,Video Slots,202.94,FALSE,4.71,-370,22,FALSE,0,0,5,330.1,7,880.18,4,TRUE,1580.28
4634,04-06-2022,1623,66,Male,Singapore,Singapore,Speciality Number Games,Wheel of Fortune,746.86,FALSE,5.61,-394,5,TRUE,2063.35,5,5,244.67,2,279.53,0,TRUE,2981.55
4635,10-02-2024,9152,56,Male,Singapore,Singapore,Table games,Poker,676.01,FALSE,6.6,910,6,TRUE,3522.03,6,9,407.75,7,420.97,2,FALSE,3440.75
4636,27-04-2024,9090,69,Male,India,Kolkata,Table games,Roulette,531.81,TRUE,2.71,188,19,TRUE,3860.63,19,5,349.58,6,979.68,3,FALSE,5001.89
4637,23-01-2023,5654,77,Male,India,Kolkata,Slot games,Video Slots,817.75,FALSE,3.71,-786,14,FALSE,0,0,4,183.26,9,172.66,2,FALSE,1141.92
4638,04-06-2022,2947,62,Female,UK,Leeds,Speciality Number Games,Bingo,693.8,FALSE,7.22,888,1,TRUE,4328.97,1,1,34.82,1,672.29,4,FALSE,4148.08
4639,07-11-2021,8626,55,Female,US,Philadelphia,Speciality Number Games,Wheel of Fortune,425.9,FALSE,7.15,-662,16,FALSE,0,0,5,409.73,1,356.47,2,FALSE,1428.2
4640,15-10-2021,1671,62,Male,India,Mumbai,Speciality Number Games,Wheel of Fortune,56.32,FALSE,2.42,469,29,FALSE,0,0,0,132.71,1,229.94,2,TRUE,-106.35
4641,18-01-2024,2277,77,Female,Singapore,Singapore,Slot games,Classic Slots,325.18,TRUE,5.12,-20,27,FALSE,0,0,7,270.14,8,337.25,3,FALSE,627.39
4642,07-09-2023,9518,43,Male,Singapore,Singapore,Slot games,Classic Slots,242.42,FALSE,4.78,746,12,TRUE,4529.12,12,3,152.5,7,218.05,4,FALSE,4153.67
4643,25-11-2021,4956,52,Male,India,Mumbai,Slot games,Video Slots,803.09,FALSE,6.53,-329,28,TRUE,4129.6,28,5,473.4,1,773.42,4,TRUE,5705.42
4644,25-12-2022,9427,58,Male,Singapore,Singapore,Table games,Blackjack,76.97,FALSE,3.63,-355,6,TRUE,4526.93,6,8,334.78,5,696.86,2,FALSE,5913.57
4645,03-03-2024,589,70,Female,Singapore,Singapore,Table games,Craps,677.93,FALSE,4.95,28,20,TRUE,4887.65,20,8,140.26,9,277.81,3,TRUE,5277.72
4646,04-05-2022,5430,44,Male,US,Chicago,Speciality Number Games,Keno,81.15,FALSE,1.19,141,16,TRUE,3403.45,16,1,95.58,0,290.02,2,FALSE,3648.05
4647,21-06-2023,9907,79,Female,UK,Birmingham,Slot games,Video Slots,10.05,FALSE,5.29,285,3,TRUE,380.31,3,4,496.6,0,943.46,1,FALSE,1535.37
