hotel,room_type,market_segment,deposit_type,meal,distribution_channel,customer_type,arrival_date,adr,room_limit,total_rns
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-09 00:00:00,152.1,150.0,2
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-09 00:00:00,179.9416666666667,150.0,6
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2022-11-09 00:00:00,136.82285714285715,150.0,28
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,75.0,150.0,6
City Hotel,A,Direct,No Deposit,SC,Direct,Transient,2022-11-09 00:00:00,195.0,150.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-09 00:00:00,173.215,80.0,4
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,148.6173076923077,80.0,26
City Hotel,D,Corporate,No Deposit,BB,Corporate,Transient,2022-11-09 00:00:00,94.0,80.0,2
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,78.2,80.0,1
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,147.71,30.0,1
City Hotel,E,Corporate,No Deposit,BB,Corporate,Transient,2022-11-09 00:00:00,170.0,30.0,1
City Hotel,E,Online TA,No Deposit,SC,GDS,Transient,2022-11-09 00:00:00,204.0,30.0,1
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-09 00:00:00,47.724999999999994,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,FB,Direct,Transient,2022-11-09 00:00:00,72.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-09 00:00:00,50.829,150.0,10
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2022-11-09 00:00:00,26.1,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Group,2022-11-09 00:00:00,30.0,150.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-09 00:00:00,31.428571428571427,150.0,7
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2022-11-09 00:00:00,85.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2022-11-09 00:00:00,66.85499999999999,150.0,2
Resort Hotel,A,Corporate,No Deposit,BB,Direct,Transient,2022-11-09 00:00:00,35.0,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-09 00:00:00,37.805,150.0,4
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-09 00:00:00,68.202,150.0,5
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,30.881,150.0,10
Resort Hotel,A,Offline TA/TO,No Deposit,BB,Corporate,Transient,2022-11-09 00:00:00,31.0,150.0,3
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,39.179249999999996,150.0,40
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-09 00:00:00,52.8,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-09 00:00:00,51.12,75.0,5
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient.Party,2022-11-09 00:00:00,61.48,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,38.839999999999996,75.0,5
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-09 00:00:00,76.29,75.0,6
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2022-11-09 00:00:00,68.72,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,48.30357142857143,75.0,14
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-09 00:00:00,76.21000000000001,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2022-11-09 00:00:00,84.995,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-09 00:00:00,67.55,60.0,4
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-09 00:00:00,80.288,60.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,60.65,60.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-09 00:00:00,59.61166666666666,60.0,6
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-10 00:00:00,140.40636363636364,150.0,11
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-10 00:00:00,123.815,150.0,2
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,138.49206896551723,150.0,58
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,75.0,150.0,10
City Hotel,A,Direct,No Deposit,BB,Direct,Transient.Party,2022-11-10 00:00:00,125.57,150.0,4
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2022-11-10 00:00:00,133.55645161290323,150.0,31
City Hotel,A,Offline TA/TO,No Deposit,SC,TA/TO,Transient,2022-11-10 00:00:00,61.1875,150.0,4
City Hotel,A,Online TA,No Deposit,BB,GDS,Transient,2022-11-10 00:00:00,167.4,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2022-11-10 00:00:00,99.0,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-10 00:00:00,103.7,150.0,4
City Hotel,A,Online TA,No Deposit,BB,Direct,Transient,2022-11-10 00:00:00,123.33,150.0,1
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,133.32999999999998,80.0,14
City Hotel,D,Corporate,No Deposit,BB,Corporate,Transient,2022-11-10 00:00:00,94.0,80.0,2
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-10 00:00:00,154.15,80.0,3
City Hotel,D,Aviation,No Deposit,BB,Corporate,Transient.Party,2022-11-10 00:00:00,95.0,80.0,5
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,78.2,80.0,1
City Hotel,E,Corporate,No Deposit,BB,Corporate,Transient,2022-11-10 00:00:00,170.0,30.0,1
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,147.71,30.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-10 00:00:00,28.0,150.0,3
Resort Hotel,A,Offline TA/TO,No Deposit,BB,Corporate,Transient,2022-11-10 00:00:00,31.0,150.0,3
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-10 00:00:00,44.416666666666664,150.0,6
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-10 00:00:00,37.805,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2022-11-10 00:00:00,58.10142857142857,150.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,FB,Direct,Transient,2022-11-10 00:00:00,72.0,150.0,1
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2022-11-10 00:00:00,85.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,30.681,150.0,10
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-10 00:00:00,70.546,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,37.88694444444444,150.0,36
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient.Party,2022-11-10 00:00:00,67.8,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2022-11-10 00:00:00,26.1,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-10 00:00:00,51.151818181818186,150.0,11
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,37.8,150.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,47.89764705882353,75.0,17
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-10 00:00:00,51.12,75.0,5
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-10 00:00:00,65.4,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,38.839999999999996,75.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2022-11-10 00:00:00,68.72,75.0,1
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-10 00:00:00,79.645,75.0,4
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-10 00:00:00,76.21000000000001,60.0,2
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-10 00:00:00,79.50666666666666,60.0,6
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,60.23428571428571,60.0,7
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2022-11-10 00:00:00,84.995,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-10 00:00:00,93.0,60.0,2
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-10 00:00:00,60.65,60.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-10 00:00:00,67.55,60.0,4
City Hotel,A,Offline TA/TO,No Deposit,SC,TA/TO,Transient,2022-11-11 00:00:00,60.666666666666664,150.0,3
City Hotel,A,Direct,No Deposit,BB,Direct,Transient.Party,2022-11-11 00:00:00,125.57,150.0,4
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2022-11-11 00:00:00,88.94736842105263,150.0,19
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,106.9229090909091,150.0,55
City Hotel,A,Online TA,No Deposit,BB,Direct,Transient,2022-11-11 00:00:00,123.33,150.0,1
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-11 00:00:00,134.3,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,77.5,150.0,20
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-11 00:00:00,117.32466666666666,150.0,15
City Hotel,A,Direct,No Deposit,SC,Direct,Transient,2022-11-11 00:00:00,102.67,150.0,1
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2022-11-11 00:00:00,101.41558823529412,150.0,34
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-11 00:00:00,162.67,80.0,1
City Hotel,D,Aviation,No Deposit,BB,Corporate,Transient.Party,2022-11-11 00:00:00,95.0,80.0,2
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,78.2,80.0,1
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,128.71363636363637,80.0,22
City Hotel,D,Corporate,No Deposit,BB,Corporate,Transient,2022-11-11 00:00:00,94.0,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-11 00:00:00,138.525,80.0,2
City Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,147.71,30.0,1
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2022-11-11 00:00:00,54.47,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,FB,Direct,Transient,2022-11-11 00:00:00,72.0,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2022-11-11 00:00:00,58.10142857142857,150.0,7
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2022-11-11 00:00:00,26.1,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-11 00:00:00,39.726,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,39.3335,150.0,40
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-11 00:00:00,70.546,150.0,5
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-11 00:00:00,42.762499999999996,150.0,8
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-11 00:00:00,52.51777777777778,150.0,9
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient.Party,2022-11-11 00:00:00,67.8,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,32.35333333333333,150.0,9
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-11 00:00:00,65.0,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,53.9,150.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,37.55,75.0,4
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,48.63875,75.0,16
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-11 00:00:00,65.4,75.0,2
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-11 00:00:00,74.815,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2022-11-11 00:00:00,68.72,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-11 00:00:00,51.12,75.0,5
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,60.65,60.0,1
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-11 00:00:00,79.50666666666666,60.0,6
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-11 00:00:00,67.55,60.0,4
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-11 00:00:00,53.051249999999996,60.0,8
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-11 00:00:00,73.79666666666667,60.0,6
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2022-11-11 00:00:00,89.77,60.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,102.5265,150.0,60
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,134.3,150.0,1
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2022-11-12 00:00:00,89.54,150.0,44
City Hotel,A,Direct,No Deposit,SC,Direct,Transient,2022-11-12 00:00:00,102.67,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,77.10192307692309,150.0,26
City Hotel,A,Offline TA/TO,No Deposit,SC,TA/TO,Transient,2022-11-12 00:00:00,60.666666666666664,150.0,3
City Hotel,A,Direct,No Deposit,BB,Direct,Transient.Party,2022-11-12 00:00:00,125.57,150.0,4
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-12 00:00:00,105.06588235294117,150.0,17
City Hotel,A,Online TA,No Deposit,BB,Direct,Transient,2022-11-12 00:00:00,123.33,150.0,1
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,78.2,80.0,2
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,121.2025,80.0,24
City Hotel,D,Corporate,No Deposit,BB,Corporate,Transient,2022-11-12 00:00:00,94.0,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-12 00:00:00,129.68333333333334,80.0,3
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,162.67,80.0,1
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-12 00:00:00,108.43,30.0,1
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,42.088125,150.0,32
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,61.26222222222222,150.0,9
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,52.641818181818174,150.0,11
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2022-11-12 00:00:00,26.1,150.0,1
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-12 00:00:00,37.8,150.0,6
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2022-11-12 00:00:00,54.47,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2022-11-12 00:00:00,58.10142857142857,150.0,7
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-12 00:00:00,50.77333333333333,150.0,6
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,37.8,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient.Party,2022-11-12 00:00:00,67.8,150.0,2
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,30.377999999999997,150.0,10
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,70.725,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2022-11-12 00:00:00,68.72,75.0,1
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-12 00:00:00,52.8,75.0,1
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,45.582,75.0,10
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,37.733333333333334,75.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,70.97,75.0,1
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,52.13428571428572,60.0,7
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,67.26666666666667,60.0,3
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-12 00:00:00,76.928,60.0,5
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-12 00:00:00,64.84333333333333,60.0,3
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-12 00:00:00,55.825,60.0,2
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2022-11-12 00:00:00,89.77,60.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2022-11-13 00:00:00,84.0,150.0,1
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,77.24473684210527,150.0,19
City Hotel,A,Direct,No Deposit,SC,Direct,Transient,2022-11-13 00:00:00,102.67,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-13 00:00:00,90.59153846153846,150.0,13
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-13 00:00:00,70.33333333333333,150.0,9
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,90.24925373134329,150.0,67
City Hotel,A,Offline TA/TO,No Deposit,SC,TA/TO,Transient,2022-11-13 00:00:00,59.5,150.0,2
City Hotel,A,Direct,No Deposit,BB,Direct,Group,2022-11-13 00:00:00,105.0,150.0,1
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2022-11-13 00:00:00,77.46000000000001,150.0,41
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,92.94,150.0,1
City Hotel,A,Aviation,No Deposit,BB,Corporate,Transient,2022-11-13 00:00:00,79.0,150.0,1
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,73.1,80.0,2
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,162.67,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-13 00:00:00,119.05,80.0,3
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,116.71869565217392,80.0,23
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-13 00:00:00,108.43,30.0,1
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-13 00:00:00,37.8,150.0,4
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,54.48076923076923,150.0,13
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,32.136923076923075,150.0,13
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,43.53357142857143,150.0,28
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2022-11-13 00:00:00,26.1,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,37.8,150.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-13 00:00:00,35.0,150.0,1
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,60.8075,150.0,8
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2022-11-13 00:00:00,54.47,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2022-11-13 00:00:00,58.10142857142857,150.0,7
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-13 00:00:00,35.327999999999996,150.0,5
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,72.50999999999999,75.0,2
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,43.738749999999996,75.0,8
Resort Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,56.633333333333326,75.0,3
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,38.8,75.0,4
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2022-11-13 00:00:00,71.55,75.0,2
Resort Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-13 00:00:00,52.8,75.0,1
Resort Hotel,E,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,55.825,60.0,2
Resort Hotel,E,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,75.41333333333334,60.0,3
Resort Hotel,E,Direct,No Deposit,HB,Direct,Transient,2022-11-13 00:00:00,89.77,60.0,1
Resort Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-13 00:00:00,58.63,60.0,2
Resort Hotel,E,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-13 00:00:00,56.51,60.0,9
Resort Hotel,E,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-13 00:00:00,70.792,60.0,5
City Hotel,A,Online TA,No Deposit,SC,TA/TO,Transient,2022-11-14 00:00:00,81.48,150.0,31
City Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-14 00:00:00,86.89833333333333,150.0,6
City Hotel,A,Direct,No Deposit,SC,Direct,Transient,2022-11-14 00:00:00,105.0,150.0,1
City Hotel,A,Direct,No Deposit,BB,Direct,Group,2022-11-14 00:00:00,105.0,150.0,1
City Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,90.2055,150.0,80
City Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-14 00:00:00,92.94,150.0,1
City Hotel,A,Direct,No Deposit,HB,Direct,Transient,2022-11-14 00:00:00,124.2,150.0,1
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-14 00:00:00,74.73333333333333,150.0,15
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient.Party,2022-11-14 00:00:00,75.0,150.0,3
City Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,75.1659090909091,150.0,22
City Hotel,A,Corporate,No Deposit,BB,Corporate,Transient.Party,2022-11-14 00:00:00,84.0,150.0,1
City Hotel,A,Groups,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,6.0,150.0,3
City Hotel,A,Aviation,No Deposit,BB,Corporate,Transient,2022-11-14 00:00:00,79.0,150.0,1
City Hotel,D,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-14 00:00:00,99.48,80.0,1
City Hotel,D,Direct,No Deposit,BB,Direct,Transient,2022-11-14 00:00:00,105.0,80.0,2
City Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,103.61227272727274,80.0,22
City Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,73.1,80.0,2
City Hotel,D,Corporate,No Deposit,BB,Corporate,Transient,2022-11-14 00:00:00,100.63,80.0,2
City Hotel,E,Direct,No Deposit,BB,Direct,Transient,2022-11-14 00:00:00,108.43,30.0,1
City Hotel,E,Direct,No Deposit,BB,Corporate,Transient,2022-11-14 00:00:00,106.0,30.0,1
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,45.450322580645164,150.0,31
Resort Hotel,A,Direct,No Deposit,HB,Direct,Transient,2022-11-14 00:00:00,54.47,150.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Group,2022-11-14 00:00:00,35.0,150.0,1
Resort Hotel,A,Corporate,No Deposit,BB,Corporate,Transient,2022-11-14 00:00:00,29.333333333333332,150.0,6
Resort Hotel,A,Offline TA/TO,No Deposit,HB,TA/TO,Transient,2022-11-14 00:00:00,55.58636363636364,150.0,11
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Contract,2022-11-14 00:00:00,26.1,150.0,1
Resort Hotel,A,Direct,No Deposit,BB,Direct,Transient,2022-11-14 00:00:00,32.16,150.0,4
Resort Hotel,A,Direct,No Deposit,BB,Corporate,Transient,2022-11-14 00:00:00,34.5,150.0,1
Resort Hotel,A,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,30.912777777777777,150.0,18
Resort Hotel,A,Offline TA/TO,No Deposit,Undefined,TA/TO,Transient,2022-11-14 00:00:00,56.5,150.0,6
Resort Hotel,A,Online TA,No Deposit,BB,TA/TO,Transient.Party,2022-11-14 00:00:00,37.8,150.0,2
Resort Hotel,A,Online TA,No Deposit,HB,TA/TO,Transient,2022-11-14 00:00:00,59.49111111111111,150.0,9
Resort Hotel,D,Offline TA/TO,No Deposit,HB,TA/TO,Contract,2022-11-14 00:00:00,71.55,75.0,2
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,37.475,75.0,4
Resort Hotel,D,Online TA,No Deposit,BB,TA/TO,Transient,2022-11-14 00:00:00,47.95444444444444,75.0,9
Resort Hotel,D,Offline TA/TO,No Deposit,BB,TA/TO,Group,2022-11-14 00:00:00,32.0,75.0,1
